id,text,user,is_hateful,lat_long
4042,fin du thread. logorrhée gauchiste complètement ridicule. @url,user_3,0,"-19.50971800822922,-34.44392402065904"
4043,L Islam c est comme le film E. T ou les envahisseurs sinon FAUT JUSTE ARRÊTER NETFLIX de temps en temps.,user_15,0,"39.52740423776377,6.246471708476246"
4045,"Vous ne sauriez même pas définir clairement, sans réfléchir, un seul de ces termes.",user_6,0,"37.60071495430152,65.36170118565487"
4046,wallah nous au cinéma un rebeu crier tous le monde répondu : oh ferme ta gueuke va te niker apres il s'est e…,user_9,0,"45.27906361636329,21.904128187623225"
4047,@user dit moi sale arabe verra (ta jamais dit ça) @url,user_2,0,"40.398446346612246,83.99046569786313"
4049,Respect mutuel.,user_5,0,"-28.169552447425772,0.01611304385700052"
4050,surement des arabes pour changer !,user_12,0,"30.09403560743515,114.4109784717483"
4051,nana akufo-addo: stop : la vente aux enchères comme esclaves des migrants africains en lybie - signez la pétition …,user_2,0,"-37.51778660346421,-60.68891815743266"
4052,j'reste fidel au iop terre haha jsuis mongol mais ya les ouginak j'voulais tester mais c p…,user_6,0,"-16.42347171788507,153.36277160820708"
4053,Pas plus que vos mini jupe et autres.,user_4,0,"7.86699050470675,123.31560792473104"
4054,t'es attardé tu m'as unfollow,user_6,0,"22.970330708032282,100.30254359403925"
4055,ils ont du mal,user_8,0,"-42.22221751570403,130.8293628311522"
4056,I was born in France so I'm already there.,user_1,0,"48.19675219179471,2.1192110728516376"
4057,"All known terrorists had no Islamic practice until then, their profile is known to everyone!",user_12,0,"0.9606735265049551,37.260038762811405"
4058,La personne qui écrit ce genre de commentaires est incapable selon ses propres mots de définir ceux qu'ils emploient.,user_7,0,"-34.791469654079165,-76.38547557898961"
4059,Muslims are largely integrated.,user_9,0,"15.595594505080896,101.721534623612"
4060,c'est un peu l'enfant attardé de la famille j'ai du mal à lui en vouloir,user_4,0,"-21.862595424115586,47.47516806399838"
4061,#hapsatousy - #zemmour ou la parfaite illustration de ce que dénonce #zemmour : l'hystérie la dictature le terror… @url,user_9,0,"-38.88794512560804,146.60774671422723"
4063,pq contre nature? bien sûr c pas la même espèce donc pas normal mais ça en fait pas des attardé c juste pas usuel,user_1,0,"62.020748053165356,26.0035811086411"
4064,Les femmes musulmanes sont gardées à la maison.,user_2,0,"-37.90531365616475,138.7763915480885"
4065,@user ahh da va raconter ça au village pro mama frança nous sommes des arabes !,user_8,0,"-11.5862624119072,-47.5647308614695"
4066,et l'attardé derrière qui s'éclate son gros crâne avec une pastèque,user_3,0,"44.74815761694507,96.2736476085592"
4067,tais-toi sale gauchiste.,user_12,0,"25.152256489250856,-109.5472140628009"
4068,@user pourquoi tu t'évertue à démontrer à chaque tweet que t'es une grosse mongol ? respectes toi un peu nan?,user_14,0,"24.829964335391864,64.00996793113178"
4069,@user @user ce n'est pas une théorie du complot. c'est peut-être récupéré par les fachos mais l'éc… @url,user_8,0,"8.191161395093221,96.3940883561838"
4070,d'autres moyens sont déployés pour empêcher l'exode de migrants economiques africains et décourager leur transit pa… @url,user_8,0,"56.03224295605111,-9.701793127173344"
4071,I point out an essentialization and neo-colonialist sexism.,user_14,0,"-0.9153640742174503,5.990298802895033"
4072,La liberté d'expression est défini par la lois Française.,user_2,0,"39.41845321515207,-96.81934418682067"
4073,je m'appelle marie-france et ça n'a jamais empêché les ching chong de pleuvoir.,user_5,0,"-33.003577646783285,-67.06568326823502"
4074,ouais bah asensio si il regarde où il tire il met un de fou ce mongol @url,user_14,0,"-45.35617798151536,-36.25377176333723"
4075,Les musulman sont des être humains qui croient en dieu.,user_15,0,"40.599954664138295,-0.6703707467723987"
4076,vraiment des manières de pédé je ne veux pas être en présence de ce messieur sale gauchiste haineux,user_14,0,"-17.613321427823074,-61.803207262141186"
4077,cyber-harcèlement: un jeune homme de 25 ans reconnu coupable de viol à distance @url via @user,user_14,0,"-0.9697670358964956,-36.9548653516111"
4078,@user @user j'suis pas attardé pour m'amuser à afficher des meufs que je recale. j'insulte person… @url,user_8,0,"14.45052723857939,-15.186851221358463"
4079,"The Muslims hate the actions, not the man.",user_15,0,"29.354985139384695,-10.666448873018926"
4080,lis surtout les papiers signés par et philippe leclercq. ne t'attarde p…,user_12,0,"-38.61186995944283,-52.91051151902603"
4081,paris première mise en demeure pour des propos d'eric zemmour sur les migrants musulmans,user_1,0,"-40.330905862132376,141.8208422768771"
4082,"Les musulmans sont comme les autres groupes humains, honnêtes dans leur écrasante majorité.",user_5,0,"56.602251001267746,0.7366178335335469"
4083,It is a lack of awareness of Muslim women.,user_5,0,"-29.350913989943678,130.92812207601827"
4084,la tronche du gauchiste typique....,user_12,0,"-19.86334675992257,134.90860709479273"
4086,la tete j'en peux plus de ce mongol dommage jepeux pas lui mettre une balle,user_15,0,"-47.441945771516416,-49.469579921911674"
4087,sale raciste t'es pas une vraie rebeu toi t'es dans la mm case que « jean françois patriote_38 » qui jette des sau…,user_4,0,"-34.13705972549322,44.88872604646208"
4088,"Muslim women are subjected to their God and not to their men, so as you are subjected to your laws.",user_9,0,"45.76924183849653,18.612702297413918"
4090,@user mais non je t'ai répondu mongol,user_6,0,"-43.71630628710912,143.126000372646"
4091,je suis attardé sur les commentaires des différents articles de la page fb du gorafi. facebook c'est quelque chose en 2018 mdrrrr,user_8,0,"13.295688691931469,144.3396533276217"
4093,marine le pen au pouvoir pour fermer les frontières expulser tous les clandestins les migrants retirer les papiers… @url,user_15,0,"-20.504427707035397,-58.565844788939785"
4094,So many adjectives that you stack up!,user_2,0,"-6.720674204948999,-48.41692156682578"
4095,«la montée des populismes s'explique par cette peur des migrants clandestins» @url,user_6,0,"66.47668982881265,39.28555985458337"
4097,Why? And is kippah politic?,user_8,0,"5.535431285502007,-57.5986839150241"
4098,@user @user un vrai mongol celui là,user_7,0,"-39.02176949527802,-73.83763310765337"
4099,"Veiled women do it due to religious conviction and not by compulsion. I have met, moreover, numerous Muslim families in which some women are veiled and others not.",user_6,0,"-7.565999918036603,-74.88883594786597"
4100,et le père qui plus est est tout autant un attardé.,user_12,0,"-21.282662391547447,-45.413907013288046"
4101,mais quel rapport avec l'opening mdr ? t'es completement attarde ou quoi et s'en branle si…,user_10,0,"26.96815964756884,64.96079381755699"
4102,faut vraiment être un attardé mental pour écrire cela et ensuite cliquer sur tweeter @url,user_11,0,"47.927197329862224,-77.61333762574259"
4103,la voila la realite du laxisme gauchiste depuis tant d'anneesc'est la panique!que n'avait-on entendu l'epoque de,user_6,0,"40.6856210059888,16.22077853004986"
4104,pour moi c'est impassable de fréquenter quelqu'un qui est contre le droit à l'avortement pcq tôt ou tard je finirais en prison pour meurtre,user_1,0,"48.52442205634051,-73.57004149145003"
4105,Your words are an assault to me.,user_4,0,"-19.642909619200644,130.16934846788396"
4106,pays attardé.,user_11,0,"52.987840793474746,15.396906266796126"
4107,les facs c des pourdlards pour gauchiste ça jamais été un secret,user_4,0,"-4.4160654045417544,-45.728970555698204"
4108,It is me who is hot inside. Could you at least be understanding.,user_7,0,"32.137316769002055,-101.75677041154636"
4109,Muslim?,user_11,0,"-37.29796231385201,121.56366081817292"
4110,C'est un cliché islamophobe.,user_5,0,"-26.674823803504534,-78.20154175410475"
4111,Elles sont libre de le porter ou pas.,user_5,0,"47.829091322405006,-101.56724852464579"
4112,La quasi totalité des musulmans vivent en paix avec les autres religions.,user_2,0,"-42.57277194515059,-60.817138504358375"
4113,voilà une offre sponso par zemmour ! allez les rebeus aller simple pour la maison @url,user_2,0,"-30.868375093530005,131.05714387422864"
4114,le harcèlement et la volonté de chasser les familles de déplacés s'observe de plus en plus et est le plus s…,user_9,0,"-14.458382116150016,114.64226471890207"
4115,Travail dûr réalisé par les musulmans.,user_4,0,"32.09662777907117,-79.50778257928604"
4116,sale arabe ça va c beau,user_6,0,"-28.008431091555977,147.3464790099394"
4117,@user @user @user @user non mais c'était un sarcasme mongol... t'es vraiment pas fini,user_14,0,"-0.9619689559184792,-41.27736267718679"
4118,L'islam prône la valeur de la subsistance obtenue par le fruit de son labeur.,user_2,0,"9.148240170260074,63.68678229115739"
4119,@user qu'il soit déguisé en arabe en noir en juif ou je sais pas quoi j'm'en branle. mais là le déguiseme… @url,user_15,0,"4.641353937361243,125.8808688293596"
4120,qui veux un attardé dans son équipe @url,user_8,0,"36.99485655867765,16.61289018210014"
4122,@user @user mais quel rapport avec l'opening mdr ? t'es completement attarde ou quoi et s'en branle si… @url,user_11,0,"-40.772823451993055,-36.721509425764225"
4124,sosracisme.... je préfère ne rien écrire.... cette association gauchiste ne sert à rien !,user_15,0,"24.992245231956694,-12.432223751186049"
4125,les renois: c'est quoi être à l'heure ? les autres dites rien,user_2,0,"44.84877749000047,-77.34751953808126"
4126,putain les renois ou les arabes qui deviennent policiers wallah je vous voient en mal ! inshallah vous avez une vie…,user_7,0,"-30.855667180558523,132.01986873761524"
4127,I wear the scarf while wearing mini skirts. I am much more serene and less the prey of men! Now I walk quietly without making him whistle as if I were a doggie!,user_12,0,"-5.266478338320269,-14.202422859322066"
4128,@user mentalité de mongol,user_7,0,"-23.91072380271524,145.83515601153124"
4129,@user j'adore le «insérer bla bla gauchiste » ça m'a fait rire. et comme je déprime aujourd'hui,user_13,0,"-32.016409694742975,119.56120372125098"
4130,algérie: «les migrants sont beaucoup plus vulnérables maintenant» pour leïla berrato -,user_4,0,"27.047423853204222,10.780326030711521"
4131,@user @user @user Ça n'empêche pas de répondre proportionnellement aux violence qui nous sont faites.,user_6,0,"-31.968005085773356,16.98464315605831"
4133,je suis farouchement contre l'avortement mais votre tweet est vraiment débile. mais atteint des niveaux. aucune… @url,user_8,0,"-28.65773606959424,125.82365660090636"
4134,@user @user @user @user bah meilleur que tes mensonges de naïf attardé qui croit que la loi… @url,user_12,0,"-17.93978745102079,124.91788623793704"
4135,@user il mange ce qu'il veut mais qu'il arrête le terrorisme intellectuel. Ça devient lourd.,user_9,0,"-29.328876336282306,127.52904527628698"
4136,alerte mongol.,user_12,0,"-8.417524342028585,20.86607170643486"
4137,@user augmentation des violences proportionnelle à l'arrivée de migrants africains illégaux en france. paris e… @url,user_14,0,"57.35197727296942,28.383111035446838"
4138,There will be millions of them on earth to help.,user_9,0,"-17.696349456197105,136.31180173767797"
4139,Les musulmans devraient vivre librement comme tout le monde.,user_7,0,"25.753183918506572,21.79330107121246"
4140,en vacances j'entends des retraités de province plutôt de gauche & j'inclus les communistes. moi les migrants d…,user_11,0,"-3.2031979235251598,37.108435126341945"
4141,@user lanceur d'alerte ? c'est une blague ! un vieux prêtre aigri adolescent attardé qui veut en découd… @url,user_3,0,"-22.075448613310805,-50.97904876767664"
4142,retour de balancier apres corruption et l'incurie gauchiste nc'est comprehensible !nla gauche a...,user_9,0,"-23.133837042906595,118.33154251833429"
4143,@user @user oui je ne comprends pas pourquoi ceux qui veulent accueillir les migrants n'en prennent pas… @url,user_5,0,"-26.140702247682512,-34.614200175064916"
4144,"They do what they want, and you are saying lies and I could drag you to court for defamation.",user_12,0,"-19.588463067579433,117.37700236178962"
4145,eh ben avec un mongol comme vous est mal barré !,user_3,0,"27.591482976902373,94.50499650392551"
4146,@user un braqueur black? un braqueur non? un violeur et pédophile juif ou un prédateur sexuel tout court? k… @url,user_3,0,"33.2511983780805,-84.28446856044441"
4147,Wasn't the same thing said about Jews less than a century ago?,user_5,0,"-26.213858833760433,147.50900003100816"
4148,Les musulmans n'impose rien.,user_10,0,"38.79944704918453,13.984423387155285"
4149,@user et toi sale arabe non? personne veut de toi t'en trop marre de bz des chèvres ? donc ta la haine que on… @url,user_8,0,"26.75611258874665,-119.19224861952776"
4151,intelligence d'un ado attardé !!!,user_3,0,"0.20770214776146645,-10.659087422942754"
4152,"This is not true, Muslims have lived in perfect cohesion with it. Other people who had different religions even welcomed Jews at the time were persecuted.",user_14,0,"-37.517863205808126,148.89892978350952"
4153,attardé,user_5,0,"21.79623634381192,48.24848284604036"
4154,flemme ça fait vrmnt tweet attrape renois j'ai d'autres passes temps mdr,user_5,0,"-7.093522986906777,-63.2339745959398"
4155,@user le rapport avec le terrorisme c'est l'argument de la vision biaisée de l'islam dont tu parles. d'ailleurs… @url,user_6,0,"45.35835108052677,141.9452660099314"
4156,mais t'es un attardé toi parole c pas possible de dire autant de merde,user_5,0,"-36.80003084494453,120.3910832549133"
4157,les feujs qui valident zemmour c'est les cousins des rebeus qui valident bassem,user_12,0,"-16.95865836252656,147.67737785091816"
4158,putain les renois ou les arabes qui deviennent policiers wallah je vous voient en mal ! inshallah vous avez une vie… @url,user_15,0,"36.038122690213115,30.469842901059295"
4159,This is not its goal. My veil is a piece of clothing that is part of me.,user_15,0,"-19.52242148035601,-36.7219707766971"
4161,Combien y'a t-il de musulmans en France et en Europe? Pensez vous vraiment que le projet de vie de ces Millions de musulmans est de se faire exploser au beau milieu d'une foule.,user_6,0,"52.39470993346743,-7.0924562302715675"
4162,La laïcité est justement le droit de vivre pleinement sa religion Ça relève du privé.,user_10,0,"5.158760090348466,34.15759259683986"
4163,"C'est une affirmation interdite, je porte plainte.",user_2,0,"-8.608890088201342,-79.7374985701457"
4164,@user je déteste alain soral. c'est un raciste antisémite complotiste manipulateur,user_7,0,"-36.64453754190554,126.69658183555492"
4165,je suis à roubaix et crois la seule chose qui vole ici c'est les rebeus,user_3,0,"21.700887474406002,6.083025718021144"
4166,"Islam means peace in Arabic. How can a religion with such a name want to discriminate against a part of people who because they are not Muslim must still hate it? One thing the first batch of the Koran that has been identified is ""read"" it will have to start instead of telling nonsense.",user_3,0,"-29.97736849681011,124.81601936325724"
4167,le feat lacrim x 6ix9ine va être énervé mais d'une violence,user_2,0,"50.19908177811197,-8.238896188538765"
4168,@user @user @user je suis moi même blanc et toute vie j ai traîné avec des renois même si je… @url,user_3,0,"36.81281898449518,69.30934706173265"
4169,@user peut être parce que tous les renois insultent les beurette en vidéo et vous traites comme des putes ??… @url,user_11,0,"30.595953318079225,8.337526813371323"
4170,toujours deformer les propos des autres vous etes sans doute une gauchiste ou macron...,user_10,0,"-8.028735928523972,-57.0584793158331"
4171,@user cet attardé mental il même pas un diplôme. donnez son emploi à un chômeur.,user_2,0,"-50.97000089517964,-80.37967502452892"
4173,@user ce pays merveilleux où corinne ordonne à la télé de ne plus inviter zemmour où des renois vont mettre la… @url,user_7,0,"28.7924539633062,18.208310654308832"
4174,emission @user chez @user - pour ce gauchiste menteur et méprisant une maman avec 5 enfants est r… @url,user_11,0,"31.69468562522303,46.577676253810914"
4175,All the women I know wearing headscarves make their lives without asking anyone.,user_14,0,"7.898570981833679,-40.22301281433349"
4176,ballon d'or c'est sur l'année 2018 mongol,user_5,0,"34.98854653185103,-93.64260292392127"
4177,Islam is a religion incompatible with the values ​​of the Republic.,user_14,0,"-12.25169186008219,141.07749204475365"
4178,l'auteur du massacre de #pittsburgh est un complotiste qui pense que « les États-unis sont contrôlés par les juifs… @url,user_2,0,"-26.11949751555055,124.29284033120707"
4179,je suis trop attardé sur le bonheur des gens j'ai laisser passer l'mien ...,user_11,0,"26.47831891855165,-115.12783210706533"
4180,tout le temps féministe=lesbienne...vous luttez pour mettre les droits de la femme ou mettre des doigts à la femme ?,user_11,0,"30.866722594008348,-113.33840318252587"
4181,@user j'ai lu « france indo » j'ai compris la source. pas plus gauchiste comme journal. tout les jou… @url,user_7,0,"57.23800532681791,26.59279562608053"
4182,Ça l'air sympa de pas être une sale arabe,user_8,0,"63.54940438477378,-3.839777043368988"
4183,c'est certain mais l'idéologie gauchiste fait croire à tous les présidents qu'ils doivent faire papa m…,user_13,0,"8.946458314250373,73.78418991099944"
4184,melenchon n'est pas plus gauchiste que je suis archeveque. il est opportuniste. si le ps lui avait,user_2,0,"7.98222913029365,100.36909627176979"
4185,la ministre des armées florence parly s'est entretenue avec les forces françaises aux Émirats arabes unis sur la ba… @url,user_14,0,"-17.277813105376914,-57.6247910226063"
4186,@user @user @user @user oui je suis maman. et pas de violences chez moi. en aucun cas. la violenc… @url,user_4,0,"41.24090225199167,10.863244717392277"
4187,semi-pd mais entierement con en effet,user_9,0,"-32.71506866422594,-55.9350429207865"
4188,franchement ras le bol pour une fois qu'il moyen de dénoncer la violence conjugale en masse . tous les moyens s… @url,user_1,0,"-24.9501306351733,-69.7377611994741"
4189,L'islam politique est un pretexe à l'opression des citoyennes musulmanes.,user_9,0,"-24.18851131785294,27.34419092885939"
4190,@user @user et c'est contre l'avortement ...la pma....mais la pédophilie ....c'est pas grave.....ils so… @url,user_14,0,"-35.9181888555463,117.55549841953885"
4191,ce sont tes frères qui veulent tabasser des renois car leur sœur sont attirées par des renois n'inversons pas… @url,user_12,0,"50.0116450481329,7.425552026288681"
4192,"The truth has never frightened the honest man! But you may not be in the end, which would explain this determination.",user_5,0,"62.087608270378496,39.22968432941829"
4193,weshhh z'y va cousin tous les rebeus look c…,user_13,0,"-36.39963813747164,-50.04367305212787"
4194,voilà ça ching chong encore ?,user_11,0,"43.49817569156448,105.74743146786697"
4195,The rejection of Islam has become a political pretext to please a French population that has become racist.,user_13,0,"47.06573481060796,9.9089220303178"
4196,"La France est un pays laïc, la pratique de l'Islam devrait être interdite.",user_7,0,"-35.64306190513454,-71.52741512715622"
4197,How is that my freedom to dress myself as I understand an aggression?,user_4,0,"46.49631759592809,-93.86305597592789"
4198,l'avortement est un droit. donc tous ceux qui sont contre je vous le dis bien fort : je vous merde. mais d'une fo…,user_9,0,"-21.640195266008146,-9.598501255578983"
4199,The Islamic veil is not a religious principle.,user_6,0,"44.73979917859647,14.216997054312"
4200,tu é mongol?,user_11,0,"48.053547242427946,-114.09490270131057"
4201,lyon trop de petits rebeus de qualité @url,user_15,0,"41.053924108883464,-123.34911930944124"
4202,bah tu t'en souviens pas gros attardé,user_9,0,"9.345257888022111,89.47828152099179"
4203,rhaa le vieux message en mode complotiste au moins t'as compris que t'as plus que tes mongols de…,user_7,0,"-20.529812511492757,-46.468229766333074"
4204,"I send you my resume and you tell me what you think? Be careful, it is a little long!",user_10,0,"18.93754140580168,72.724823754422"
4205,L'islam est une religion moyenâgeuse.,user_12,0,"-17.060397696065607,124.34379714666656"
4206,Erreur on attribue à ce voile plus de pouvoir qu'il n'a Quand une femme se voile elle pense à Dieu et on fait d'elle une porte parole de l'islam.,user_6,0,"35.76304939546234,-99.78365576368648"
4207,sai mongol,user_14,0,"35.34569879044892,-118.01189166253361"
4209,@user 2.. maintenant si ça vous préférez le communiste extrêmemiste mélenchon la folle le pen le gauchiste bé… @url,user_4,0,"-12.887923118425402,121.36296995263967"
4210,L islam est une religion elle ne peut envahir personne. Chacun est libre d y adhérer où non.L islamisation est un terme inventé qui n a aucun sens. La seule raison qui vous pousse à avoir de tels propos c est la méconnaissance.,user_9,0,"10.54403518794404,112.26958438521315"
4212,@user @user c'est même pas une arabe déjà et va gérer tes propres sœurs avant de vouloir gérer cel… @url,user_12,0,"68.74352039016686,27.990901488464104"
4213,"If Islam is a modern religion, why are all Muslim countries backward and / or at war?",user_12,0,"-48.960118114069935,-61.37195624564877"
4214,oui le y'a eu le soi-disant printemps arabe après y'a des groupes terroristes qui ont a…,user_5,0,"-18.645687484244156,19.50451529808003"
4215,. Les musulmans ne sont pas une masse homogène et la misanthropie n'est pas propre aux musulmans.,user_1,0,"35.5662817060796,100.45557989040806"
4216,si vous voulez mon avis le patient mike doit canaliser tout son amour sous forme de violence...,user_7,0,"26.640299945222143,128.56389775830027"
4217,Women with faith wear a headscarf out of religious conviction and certainly not subject to anyone except the creator!,user_8,0,"34.19270519930107,112.2837098174156"
4218,Religiously women should wear the veil or headscarf. This is a submission to the rules of Allah and not man.,user_11,0,"-12.47643706405098,152.40307087454397"
4219,zemmour aphatie radicalité de l'un terrorisme intellectuel de l'autre ... une maladie: les idéologies une vic… @url,user_15,0,"-42.157137999890196,127.39711652089458"
4220,ouais mais si les arabes ont perdu la et pas ailleurs c'est aussi parce que nous…,user_3,0,"45.61274883928703,96.30886228102727"
4221,surtout quand des renois participent à ce lynchage @url,user_4,0,"-20.05983559878424,33.13829171852233"
4222,j'avoue souffre trop nous étudiants renois. force à toi est ensemble !!!,user_8,0,"-42.99271852126353,119.93435356056561"
4223,Induire La peur et rien que la peur!,user_12,0,"67.73466994685182,13.232196697268208"
4224,mouais vous n'étiez pas bien virulent quand la gauchiste dégénérée de sciences sortait en toute bonne…,user_14,0,"-19.55997353475019,151.02496071591452"
4225,This is Islamophobic.,user_7,0,"50.44807764884729,22.26202639114628"
4226,oula une critique du soviet suprêm une opposition au programme sur les migrants suite à sa lecture !!!,user_15,0,"-20.259140849219662,-41.305114146191094"
4228,« sale arabe »: un ex-policier condamné pour agression au couteau @url @url,user_1,0,"-29.226311261859948,33.84376770256497"
4229,l éducation gauchiste de l enfant roi ...,user_2,0,"61.604224820430076,33.759941245457284"
4230,Comment pouvez vous tenir ce genre de propos alors que vous ne connaissez rien de la place de la femme en Islam!,user_7,0,"-34.00208523364422,-79.90784917591246"
4231,"Actually it is obligatory for praying, because in front of God you have to be covered.",user_15,0,"0.9222284778257972,-47.05639371021501"
4232,@user @user Ça pecho les rebeus ?,user_9,0,"-16.30922219454606,134.81621913856839"
4233,tfaçon un jour les gens qui m'ont vue faire des trucs de mongol ils vont faire un skectch scenario sur moi prsq vr…,user_4,0,"35.16620598768549,32.06242725396118"
4234,quand j'étais au collège et que j'étais vraiment vraiment mal à cause du harcèlement que je subissais je confia…,user_6,0,"-11.697503346157465,31.354713637556877"
4235,1.8 billion Muslims in the world. So 1.8 billion terrorists.,user_14,0,"18.373969027828466,3.4471329488058267"
4236,une islamo-gauchiste et un islamiste gauchiste...… @url,user_15,0,"-35.873225842863995,147.65006356477795"
4237,@user @user encore heureux daesh n'est que haine endoctrinement déformation de l'islam et terrori… @url,user_10,0,"36.8918676372268,-119.42547712430921"
4238,une féministe qui te parle d'irl.,user_15,0,"27.003605654610343,-94.16157821722328"
4239,flagrant délit de militantisme gauchiste !,user_15,0,"5.711484936821172,28.82830019480771"
4240,@user pourtant jour et nuit vous dénigrez les arabes noirs etc c'est votre quotidien. si vous pouviez vs auri… @url,user_11,0,"49.69711098047848,-6.421085760027597"
4241,c ca le problème les rebeu et renois des parents dure et après leurs enfants manquent…,user_3,0,"-28.282798746259825,-57.18892578375093"
4242,Par definitîon le musulman aime la vie et les gens qui la compose.,user_11,0,"-14.72753991994206,-8.30199066740733"
4243,"The Republic has 99 problems, and Islam is not one of them.",user_5,0,"29.304501662445986,-115.73063259695141"
4244,ils s'attaquent aux militants et militantes laïques en utilisant des méthodes de terrorisme intellectuel et vu qu'i…,user_1,0,"4.177769738476474,73.7295671094227"
4245,For me not every one of us can live his liver without any problem.,user_5,0,"45.32832195011491,-118.24936105903379"
4246,les renois et métisses ils sont tellement beaux,user_10,0,"-18.562601332588624,118.38287931323877"
4247,Pouvez vous me fournir des études statistiques sur ce sujet?,user_12,0,"28.66758679172816,-95.19037187921002"
4248,bon les renois vous êtes retourné chez h&m depuis votre cinéma là ?,user_2,0,"-24.507244695321724,-76.22162310707147"
4249,@user perso j'le suis mais j'pense pas que ce soit worth dans cette société d'attardé,user_13,0,"67.75965637494794,15.240596185150359"
4250,c quoi tes sous entendu de menace je dit que les feministe casse les couilles et castre l...,user_7,0,"-17.087256735791975,-34.665256727756024"
4251,ben oui quebec pauvre le développement économique en autobus ! esti de mongol !,user_6,0,"-31.420741912489348,127.93665200764346"
4252,Respect for others is the basis of living together and Islam respects everyone.,user_1,0,"47.13471091558492,-90.01444264776065"
4253,Les musulmans sont antisémites.,user_1,0,"52.056560401747696,22.156955948665242"
4254,No one is capable of probing the hearts of others. I don't suppose anyone accuses you of being an American secret agent because of the nike cap you wear?,user_1,0,"7.049141669118015,7.870268029921377"
4256,This is their choice and they are free to wear them.,user_12,0,"-17.32331963425159,-34.94775648335165"
4257,@user @user @user peut aussi dire qu'on est totalement menacé de submersion invasion is… @url,user_10,0,"9.874866351782572,-67.63045162172862"
4258,une chose dire au mongol qui l'ont fait..,user_10,0,"-11.958077021347393,122.1588224334675"
4260,y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de ching cho,user_1,0,"49.88155324763095,23.49746966088921"
4261,@user @user @user donnez l'exemple vielle mentalité gauchiste!!,user_13,0,"57.906863127653764,19.767642408915794"
4262,l'histoire du quebec vaut la peine qu'on s'y attarde. tellement triste qu'on ne l'enseigne presque plus. texte fort,user_1,0,"-34.60815150709447,127.71794792743471"
4263,"C'est dommage de penser comme ça, parce que du coup il y a plein de pays que vous n'oserez jamais visiter. Vous passez à côté de dizaines d'occasions de devenir intelligent.",user_3,0,"42.67611167258179,7.669237434001104"
4264,"If you try to understand Islam, you will see that it is actually much more compatible and much more free than you thought.",user_3,0,"-32.067840574638794,-34.35588127718323"
4265,le gauchiste est toujours un ado attardéfaut pas lui en vouloir…,user_5,0,"31.48275738102324,-71.02353467635064"
4266,@user dommage que vos parents étaient contre l'avortement. (faut-il que j'explique ? avec un qi inférieu… @url,user_8,0,"-41.44058799629171,142.61368113939454"
4267,@user les sunnites autorisent meurtrespédophiliepolygamie violence contre les femmes etc.tous les pays… @url,user_15,0,"34.900336502260856,-106.56986218034353"
4268,notre réservoir à rebeus techniques est intarissable,user_3,0,"43.997488029251286,-68.08409507745094"
4269,il peut aussi donner 500€ aux sdf ou aux réfugiés j'dis ça j'dis rien,user_5,0,"58.56325031608926,0.06964666891794202"
4270,les rebeus avec des pp messi et death note ça parle de vous les puces @url,user_8,0,"-40.4157010414077,-75.68023073705749"
4271,@user @user comme je suis pas à jour sur op je suis pas trop attardé dessus en détail mais ou sinon c'e… @url,user_12,0,"37.29644291270467,32.053667896398764"
4272,qui assimile immigration terrorisme et islam. et bah voit bien la mentalité de ce soit disant…,user_8,0,"8.311815976812568,127.36459075346956"
4273,j'avais bien fait de l'unfollow quand je voyais ces tweets bizarres sur les arabes mais à ce moment là…,user_3,0,"56.43729205233974,17.604722980800002"
4274,les renois ont tjrs autant la cote sur fut décidément,user_3,0,"50.260957698261684,96.99958373020571"
4275,attends dans 2 minutes t'es bloquee le semi gay trouve plus de quoi repondre,user_5,0,"46.14266253948014,-116.0220289689681"
4276,Les musulmans forcent les gens à jeûner pendant le ramadan.,user_8,0,"36.86211516083644,-80.5405123330861"
4277,"Islam promotes freedom, equality and fraternity.",user_10,0,"16.939644972251024,130.99293899469018"
4278,Les femmes non voilées sont tout autant soumises.,user_1,0,"28.253888499373332,23.892529616196157"
4279,"The Islamic veil has no source in political Islam, but can be used for a political purpose.",user_4,0,"45.58171125696431,18.905648505341247"
4280,j'ai été sur place chez mon opérateur ils m'ont y'a rien à faire à part porter plainte pr harcèlement ou changer de numéro,user_10,0,"51.24935605071684,3.3111330728326713"
4281,There are extremists in all religions. The essential thing is to remember that God does not want to kill him towards these brothers and sisters in humanity.,user_12,0,"-21.7815245494888,-52.76747418376564"
4282,ce n'est pas un site complotiste et anti-israel tu es con .,user_9,0,"38.28116369760296,-82.41167560816893"
4283,"All the words end in ist, actually.",user_2,0,"24.07288091809463,73.56491113168346"
4284,ce que serait la france sans les renois et les rebeus,user_9,0,"43.607356486374144,-102.26798061051974"
4285,@user l'attardé de la localité,user_10,0,"-19.932664141463817,-61.54024966069328"
4286,tu dit de la merde putain de gauchiste,user_12,0,"-18.100037219500454,-10.689390292557942"
4287,tu é mongol ?,user_15,0,"41.917161673212824,-72.46231254262717"
4288,il fesait du kayak sur du goudron ca fume bien aussi. le pire jcrois c'est l'attardé du village avec…,user_15,0,"43.325377003157115,-8.043929854792156"
4289,bienvu pour cette espèce d'attardé j'ai supprimé mes photos,user_3,0,"-22.20912522172216,-41.20894672941841"
4290,ouuuuin bb,user_2,0,"-26.725271899236855,126.25077004614677"
