labels,text
1,@user @user tu crois le gras il se congèle deviens donc dur et qu'il rétrécit ? pays d'attardé la france.
1,@user @user @user le gauchiste est aveugle il rend sourd et aveugle. le gauchiste ne se... @url
1,@user @user askip ce sont les renois fort pour lui !
0,@user voilà ce qui arrive quand tu la propagande gauchiste tiermondiste et misérabiliste de ton côté tu… @url
1,@user @user le seul mongol jouer smg dans cette map aussi
1,@user @user @user oui bien-sur l'autre semi pd je hais c'est petite sous merde
0,@user @user @user je te parle par rapport à au protestantism tu dit que nous mélangions du polythéism… @url
0,@user @user @user c'est pas les migrants qui viennent piquer le travail des français c'est les t… @url
1,@user les gauchistes légifères pour protéger leurs racailles et migrants adorés les gilets les uritrottoir… @url
1,@user @user jean-pax... à chaque fois qu'on m'emmerde avec sardou je traite ce dernier de gauchiste. devant l… @url
1,@user @user @user @user ok ba dans ce cas les arabes volent violent et sont des djihadist… @url
0,@user @user le chercheur qui diriger cette etude que tu n'as sans doute pas lu precise bie... @url
1,@user @user de que? ser mongol?
1,@user en même temps avec ta gueule de mongol ...
1,@user @user c'est un algérien cet arbitre ? dirait qu'il est un peu attardé non?
1,@user @user @user laisse le c'est un attardé
1,@user @user le mec se plaint de militantisme gauchiste alors qu'il publie fake news sur fake news d… @url
0,@user il faut croire que ces ong sont soutenues par le gouvernement qui favorise l'immigration massive et l'islamisation du pays
1,@user @user @user t'étais pour la privatisation de la sncf mongol.
1,@user pas de soucis. j'en profiterai pour te badigeonner de bacon sale arabe albinos
1,@user @user t'a pas mentionné toi mongol
1,@user @user @user oui elle sort demain mongol va..
1,voila ou mene le paternalisme gauchiste. le racisme inverse est tellement malsain c'est hallucinant @url
1,@user quand tu veux faire un truc stylé avec une cap sauf que ta mis une ceinture comme un mongol
0,@user @user je crains que ce soit sa peur d'être étiqueté facho. pourtant il est déjà considér… @url
1,@user @user #rennes #nantes et #brest : le triangle de la honte islamo-gauchiste zn #bretagne r… @url
1,@user @user argumentaire d'ado attardé pp de bouffon falsification de l'histoire fantasme sur l'his… @url
1,@user @user @user se faire insulter de fragile par un gauchiste de 40 kilos qui porte un boubou et q... @url
1,@user ptdr c'est elle la mongol les gens ils film elle s'amuse comme une mongole
0,@user un jour t'avais dis t'aimes bien les renois sur twitter je m'en rapl très bien et puis même en vrai tu… @url
1,@user @user @user la gomette de mongol c est pour toi.
1,@user @user #macron est un enfant gâté un adolescent attardé il n'accepte pas qu'on lui dise non o… @url
1,@user voila sale juif nazi noirabe
1,@user les rebeus qd ils ont vu ton tweet @url
1,y'a pas quelqu'un qui sait trouver la vidéo du mongol de ricardo qui chante sch la ?
1,@user les rebeus tu baises leurs frangines ils sont déboussolés
1,vivre dans l'incertitude permanente : le sort des réfugiés apatrides en europe @url via @user
1,@user ou le terrorisme intellectuel de @user
0,@user @user @user c'est dingue ce terrorisme intellectuel! vous avez le même prénom certes mais… @url
1,@user @user alors ouvre pas trop ta gueule. parce que ici qui besoin d'une substitution la vi... @url
0,@user @user @user @user tu crois vraiment y'a que 2 renois à daesh ? boko haram ?… @url
0,@user oui c est vrai... les lyonnais ne sont pas racistes ils aiment bien les arabes regardez...@url
1,@user @user justement: lorsqu'on parle de femmes victimes de violence de la part des hommes gominés o… @url
1,@user @user « attardé » @url
1,@user l'âme de l'europe est en europe et non pas au sein d'un bateau de dizaines de migrants africains ou de col… @url
1,@user @user @user @user des attarde qui comprenne pas yen beaucoup trop
0,@user @user @user sauf qu'aux heures les plus sombres de notre histoire les juifs ne cachaie... @url
1,@user @user municipalité de gauchiste collabo
1,@user quel je parl comme une mongol wsh
1,@user @user oulaaa les mongol il raffale tt la racaille blanche deja
1,@user ouais et maître gims ne pousse pas des hurlements stridents toutes les trente secondes comme un attardé!
1,@user @user c ça votre problème frère parle de kamila oklm pk tu ramène laura ? wsh c une maladie ou quoi ?
1,@user mais il est completement attarde mdr
1,@user @user je ne renie pas ce que je suis je mange de tout. je mangerai bien du gauchiste bobo mais j'ai… @url
1,@user @user @user tu réponds un tweet qui parle de racailles tu parles de migrant. t'es vraiment attardé je crois.
1,@user ta source est une publication gauchiste... tu peux te la garder et te présenter l'entree des arènes
0,@user @user @user @user @user et la société complète cautionne la violence de l'au… @url
1,@user vous êtes une islamo bobo gauchiste . un petit tour sur votre tl pour s'en rendre compte .
1,@user est-ce complotiste de considérer que l'uejf la licra et le crif militent pour l'immigration et l'antiracisme ?
1,@user j'ai lu « france indo » j'ai compris la source. pas plus gauchiste comme journal. tout les jou… @url
1,@user il mange ce qu'il veut mais qu'il arrête le terrorisme intellectuel. Ça devient lourd.
0,@user @user l'homme est faible physiquement par rapport l'elephant mais infiniment plus intelligent.
0,@user j'avais bien fait de l'unfollow quand je voyais ces tweets bizarres sur les arabes mais à ce moment là… @url
0,@user j'aimerais que l'on s'attarde sur ta tête qui est juste sublime
1,@user tu eh mongol
0,@user est quand même sur l'équivalent les boulangers vous expliquent pourquoi ils sont contre l'avortement… @url
1,@user @user @user @user ici c'est arabo-satanique. pour le sale arabe je le croisais… @url
0,@user @user attali qui compare les juifs aux migrants. c'est une légitimisation de la violence contre les anti-immigration.
1,voilà ce qui se passe aujourd'hui dans nos forêts françaises la violence à l'état pur !… @url
1,@user sachant qu'il est arabe il n'est pas objectifs donc si le traite de sale bougnoule de merde il ne p… @url
1,@user @user ben que les voilées font la promo du terrorisme et que la france est en guerre avec… @url
1,@user @user @user @user @user deformation de bobo gauchiste aime. ce que je ve... @url
1,@user @user mais alors toi sale arabe ferme bien ta gueule déjà
0,@user la violence mdrr va falloir que tu censure tes tweets
1,@user @user ah tiens le groupe de mongol de supporter du psg ! ah ces medeux
0,@user les gens ont grandi s'attarde plus sur ces trivialites de changement d'heure les vrais les purs sont... @url
1,@user @user pourquoi que ce mongol apparaît sur mon twitter? c'est tu un gars payé 300$ de l'heur… @url
1,@user @user buteur c'est pas leader sale mongol. messi il plante mais il 0 leadership
0,@user @user non ! n'en veut pas de ces migrants économiques ! trop c'est trop . il est plus urgent d… @url
1,@user @user quel gros mongol l'autre avec son dimitri thauvin la putain.
1,@user typique du gauchiste dans le deni de realite. elle pense parce qu...elle te bloque et ne tu ne la vois... @url
1,@user @user @user @user il faut vraiment être attardé pour tolérer l'intoléra… @url
0,@user @user yes je le suis mais j'ai l'impression les noir d'afrique c'est que ceux de l'est ici
1,@user @user le pire ce sont les plans de coupe sur l'autre mongol de carbonnier fan du qsg qui se… @url
1,@user le racisme c le racisme pas votre définition gauchiste et piteusement soumise aux racialistes et indigénistes .
1,@user @user ballon d'or c'est sur l'année 2018 mongol
1,@user la mafia russe est venue à monaco pour blanchir son argent sale !
1,@user mdrrrrr gros mongol
1,@user @user l...ideologue gauchiste au sommet insupportable
1,@user @user @user @user pour defendre les arabes il n'a pas d'autre argument que des insutes.… @url
1,@user sinon il les blédars rebeus ; c'est un pléonasme. c'est pareil
0,@user @user qu'est-ce qu'il ne faut pas lire franchement
1,@user non c'était aéré tu ne t'ais pas attardé sur une critique littéraire d'un ouvrage tu revu ceu… @url
1,@user les mariages rebeus y'a rien de pire le podium la meuf qui se croit à un défilé et qui change 107 fois… @url
1,@user faut vraiment être un attardé sexuel
1,@user @user il va finir comme les tontons rebeus qui passent leurs vies au pmu ..
1,@user @user professionalisme !!!! ce pauvre gauchiste de merde au lieu d...informer il passe son temps desinformer.
1,@user @user qd sait le niveau intellectuel de c migrants ou autres africainsil n'y pas de q… @url
0,@user @user d'ailleurs. si tu tiens vraiment la condition de vie des gens et si t'as de la p... @url
1,@user @user mdr bah comment mongol
1,@user insta c un réseau de mongol
1,@user fait * gros attardé
1,@user @user mais j' rigole sale juif
1,@user @user ah oui ce sale arabe qui prétends être meilleur que payet ? mdddrrrr
1,@user @user @user ferme ta bouche le petit bourgeois gauchiste n'a pas besoin de ta propagande.
0,@user @user @user @user déjà islam= paix le terrorisme c les feuge qu'il utilise… @url
1,@user @user @user c'est une émission d'attardé mental mon pote fait ouvrir les yeux
0,@user @user que feraient les politologues juifs s'il n'y avait pas eu les nazis?
1,@user mon gosse pourra être attardé zoophile gros ou mince avec des lunettes et pleins de boutons pourra joue… @url
1,@user @user @user @user pour sa qu'elle ta reniée sale fdp d'attardé mental gay de merde qu'allah t'aide wallah
0,@user @user @user @user @user bonjour je suis un gauchiste bobo et je reveille a... @url
0,@user la pauvreté n'est le collateral de la violence pas plus que la richesse. il faut chercher ailleurs
0,@user @user vs n'comprenez ps si tu n'as ps envie d'en manger tant mieux pr toi ms laisse ls... @url
1,@user @user @user 2) confusion volontaire entre violence et légitime défense et entre… @url
1,@user @user salami france inter bonne gauchiste est mal placée pour 1 telle émission
1,@user @user ah ouais les rebeus teintures blondes enculé de fragile là
1,@user ca va soulever le poid de sa dette de gauchiste
1,@user @user ce n'est pas de sa faute : il est attardé.
1,@user @user @user allo???? alloooo???? les gauchistes?????nje vous recois mal....nallooooo?nm... @url
1,@user et alors ? mdr le mec quil joue ou pas tu prend 3-0 ta pas sourire comme un mongol apres au cameras
0,@user lui c'est un sale arabe ..
1,@user @user @user @user la déchristianisation ou l'abrutissement et la propagande gauchiste?… @url
1,@user mdr je vois jamais de renois parler de franc cfa et du néocolonialisme par contre ça pleure tout va À la… @url
1,@user ta apporté quoi toi part ta sale geule d'arabe et ta grand mère
0,@user @user parler des médecins africains travaillant en france il était juste de signaler que parmi tous… @url
1,@user @user @user son attardé de pote peut lire ce que tu dis et son attardé de pote te dit d'aller te branler ailleurs
1,@user @user j'suis pas attardé pour m'amuser à afficher des meufs que je recale. j'insulte person… @url
1,@user @user @user @user mais t'es un attardé toi parole c pas possible de dire autant de merde
1,@user @user @user sauf que c est l ea acces mongol que tu es
1,@user pdtrrr mais moi je m'attardé déjà trop sur elle je vais rien dire
1,@user grave la même des mongol
0,@user les manifestants d' #idleb et d' #alep sont le symbole du courage de la résistance et de la résili… @url
1,@user un vrai mongol mais gentil
0,@user j'aime pas la violence
1,@user @user et un mongol consanguin incapable de réfléchir par lui même comme il en pullule désormais sur la planète.
1,@user john j'le kiffe mais c'est un mongol un peu mdrr
0,@user @user il des millions de morts de la famine chaque annee mais tu veux laisser pourri... @url
0,@user @user euh je ne suis vraiment pas attardé sur '' belle fille'' hein je demande si tu dé… @url
0,@user je suis pas assez attardé sur son album j'irai réécouter
1,@user mdrr ta fini à 15 hp et tu m'avais mis low alors que tu t'amusais à spam mes constru comme un attardé
0,: [@user @user @user @user hossam mdrrr allez viens par ici vendeur de chameau renie nous pas enfin t'es un arabe frero
1,vu que je suis métisse quand je traine avec un groupe de renois ils disent tous… @url
1,var ou pas var pourquoi strootman fait ça ? quel mongol.
1,@user le gauchiste c'est pour éplucher les tomates (i les lames sont dentelées et ça fonctionne super bien ! e… @url
0,@user @user espérons néanmoinsil se ferait violence en prenant son argent qu'il pouvait réclamer par… @url
1,@user tavais qua pas te faire voler mongol
1,@user @user mais quel rapport avec l'opening mdr ? t'es completement attarde ou quoi et s'en branle si… @url
1,@user ils critiquent leur commu pr amuser la galeie (c pareil pr les renois)
1,@user j'ai l'impression de parler à un attardé
0,@user @user @user toujours les mêmes poncifs 1) la non violence est une position moral… @url
1,@user @user colisse que c'est un attardé! excusez le sacre mais je ne suis plus capable de voir ce débil… @url
1,@user il faut effectivement penser globalement et lier le terrorisme l'intégrisme musulman la radicalisation… @url
1,des racistes s'ils savaient avec quels genre de negros et rebeus gainés leur fille parle
1,@user @user @user c grave chaud zebi mais comme d'hab ya un gros mongol qui creer des comptes pr voter contre moi :c
1,@user tu dis ça avec une giga pp d'la tour eiffel mdrr sale arabe
1,@user @user les féministes sont les idiots utiles de causes qui les dépassent. leurs donneurs… @url
1,@user oui et tu fais partie des mongol qui propose des 1vs1
0,@user @user @user suppression partiele de l isf (comme disait sarkozy-fillon un impot gauchiste st... @url
1,@user ouve musica mongol
1,@user vien bf jteclate sale arabe
1,@user @user @user l'homme blanc ? votre culture est egale votre betise de bobo gauchiste!... @url
1,@user @user @user relis ton dernier message mongol... tu suis rien aussi. je dis les lois du pays… @url
0,@user il va emmener quelques migrants avec lui ?
1,@user outra mongol
1,@user mais wallah t'as grave raison mec je suis serieux s'en balec de ta vie nique ta mere sale feministe de pute
1,@user @user @user @user @user Ça s'attarde sur l'orthographe paske ça ne compre… @url
0,@user j'ai toujours été contre l'avortement c'est une question de conscience pour moi la vie c'est sacré ri… @url
0,@user mais encore ? un jour il faudra faire une étude sociologique sur le tropisme gauchiste / socialiste… @url
1,@user @user @user sait tres bien qui sa vise dc si un blanc dis sale arabe de merde c pas du racisme non plu. ? peace
1,@user psychiatrise les terroristes psychiatrise ceux qui les dénoncent... le terrorisme rend vraim… @url
0,@user @user @user @user @user fort loin d'etre gauchiste je continuerai ne vous en de… @url
1,@user tg le jour où il neigera tu seras la première à dire de regarder par la fenêtre sal mongol
1,@user nan mais pas mongol dans le sens péjoratif mais il ressemble beaucoup à un ancien collègue originaire de mon… @url
1,@user @user c'est qui ce mongol ? (je parle du journaleux qui twitte)
1,@user @user le gauchiste est viscéralement anticlérical mais il respecte l'islam...
1,@user @user les rebeus la peau lisse c ca faiblesse
1,@user un homme sale vieux rebeu mdr
1,@user pourquoi la peur des migrants serait sans raison alors que le nombre de crimes commis par ceux-ci est en augmentation ?
1,@user mgr cattenoz c'est pas ce méchant identitaire attardé tradi qui voulait rechristianiser les écoles… @url
0,@user en fait quand s'attarde un peu sur les tweets de ce compte...
0,@user @user @user ce n'est qu'au cameroun qu'on laisse les vraies choses et s'attarde sur l'o… @url
1,@user ouais maiq tu comprends pas c'est la menace islamo-racaillo-gauchiste quipeut venir de partout
1,@user @user orthographe très bancale théorie du complot anti linky et anti vaccins. tient un bon spécimen là
1,@user @user les rebeus que je connaît des nez normaux t'es chelou même toi ton nez il est normal
0,@user merci
1,@user t'inquiètes pas charles ce n est qu'un arabe fainéant de la sncf.
1,@user @user @user @user @user @user un perroquet gauchiste?
1,@user et pourtant j'en ai passé des soirées à live... ça parle encore sans connaissance de cause t'es vraiment un attardé
1,@user le mongol de base qui ne sait pas qu'on peut avoir plusieurs écrans sur le même pc.
1,@user @user @user ok l'attardé
1,@user @user @user eh bien voila la tolerance bobo -gauchiste merdique souhait et qui pue dans toute la france !
1,@user @user kyrgios mdr quoi ... le mec c'est un putain d'attardé un gosse de riches mal éduqué
0,vous aimer trop courir quand vous rigolez les renois @url
0,@user @user j'en ai prix au bled mais tu peut le trouver au marcher ou bien dans des épiceries arabe/renois
1,@user @user mds tu é mongol?
1,@user le gars est un elitiste il n pas compris que l ne nait pas egaux deja ca c'etait un truc de gauchiste. ..
1,@user @user c ca le problème les rebeu et renois des parents dure et après leurs enfants manquent… @url
1,@user tassure est mongol aurai jms pu lfaire sns toi jtm
0,@user @user c'est bien connu
1,@user @user mais totalement avc ce mongol aussi va pas aller loin
1,@user @user mdrrr la tête de oit que t'est vraiment le mec le plus attardé que j'ai vue merde… @url
0,@user @user mdrrrr. t'es trop mignon
1,@user @user repasse tes vêtements sale arabe ( je le fais pas )
1,@user @user toi sur mère ta un problème mentale c'est pas possible t'est attardé frère tu t'é… @url
0,@user @user @user les violenté.e.s aimeraient donc la violence ?
1,@user rhaa le vieux message en mode complotiste au moins t'as compris que t'as plus que tes mongols de… @url
1,@user ptdr sale arabe
0,@user @user c'est jouer acec les mots. l'histoire coloniale française fait de nous des arabes e… @url
0,@user surtout les noirs et les arabes au pire ils auront leur entretien mais qd le mec verra leur tête à ce m… @url
0,@user je ne comprends pas c'est horrible. un si gentil chien. j'en ai marre de la violence humaine. devrait le tuer le gas.
0,@user @user « dénier » à ces migrants « le bénéfice du droit d'asile au motif qu'ils seraient… @url
1,@user @user @user ferme ta gueule islamo gauchiste. en mai 2019 vous allez vous prendre u… @url
1,@user @user en mode tu vas faire quelque chose contre ce grand renois d'1m90
1,@user je suis cho que y'a vrmnt des attardé
1,@user @user @user @user le gauchiste est toujours un ado attardéfaut pas lui en vouloir… @url
0,@user et les rebeus haineux des renois ça existe que tu le veuilles ou pas. jv pas nier ça pr toi
1,@user @user @user sai mongol
0,y'a deux renois elle sont venu s'asseoir juste à côté de moi alors que le train est vide wesh c quoi lprobleme
1,@user et toi sale arabe non? personne veut de toi t'en trop marre de bz des chèvres ? donc ta la haine que on… @url
1,@user @user @user @user que mongol
1,@user pour une fois ? le vit tous les jours ordure de gauchiste c'est pas tes amis basanés qui se font… @url
1,@user @user c'est quoi ton problème? ou est ce que je critique le club? t'es complètement attardé toi
1,@user @user la tolérance gauchiste
1,@user tais toi gauchiste
1,@user @user pk jsuis nrv? psk ton pote et sa clique de sale arabe taille les blancs et noir j'ouvre do… @url
1,@user sans emploie hhhhh. c'est un rebeu qui lui pris ça place. quelle grosse merde. de toute façon les fachos… @url
0,@user @user tiens encore cette théorie du complot antisémite...
0,@user les rebeus soins comme nous
0,@user @user est au niveau de l...anchois au niveau de la chaine alimentaire. ridiculise toi encore plus
1,@user @user @user @user @user @user @user des noirs sûrement pas des rebeus c possible.
1,@user oh espèce de mongol l seul joueur qu'il fut respecter c'est cavani neymar et toi n celui donné jamais b… @url
1,@user @user @user il n'y que les communautés arabes et africaines qui posent problème e… @url
1,@user nan y'a pas que des renois sale grosse pute va
0,@user wow j'sais pas comment tu fais mais tu fais accelerer mon coeur distance arrete ca mec jme sens toute timide la ;v;
1,@user @user je joue à pubg depuis sa sorti petit mongol 0 rapport pubg comme tout les jeux avec des sk… @url
1,@user pfff ya encore le lac attardé là ya de l'herbe c cool
1,@user @user @user @user bon comme j'imagine que t'es une ptn de feministe lgbt pour changer… @url
1,@user ta vu sa dernière vidéo ? lui qui est sois disant contre la violence vient d'encourager les ketur de tou… @url
1,@user @user @user @user vous êtes mongol un championnat c'est pas en 1 match ; et au bar… @url
1,@user toute une categorie de gauchiste sont imbibes de moraline bourgeoise.
1,@user @user j'ai rien contre lui j'rigolais mongol va
0,@user @user etre au sommet de la chaine alimentaire = torturer des animaux pour mon plaisir ?
1,@user qq mongol fez agr ?
1,@user musique de mongol challenge de mongol mdrrrr
0,@user en fait en tant qu'agent de securite la loi nous interdit de palper sur une personne du meme sexe (... @url
0,@user @user commando marine gauchiste c'est triste
1,@user jamais coisa de mongol
1,voila il faudra se debarrasser de ce genre de gauchiste pour sauver la france !!! @url
1,@user @user @user oh est plus à un mongol près en politique. un d'plus un d'moins...
0,@user mdrrrrrr bah ouais m'a dit vous êtes énormément en licence street mais asquip y'a priorité aux rebeu et… @url
1,@user sale richou
1,@user l'attardé de la localité
1,@user un autre muslim de twitter attardé et incapable de débattre ça en devient lassant. @url
0,@user une chrétienne ne vaut pas qu'on s'y attarde pour certains...
1,@user @user la preuve qu'on descend des singes des vrais mongol à faire ça
1,@user @user rala tu mongol
0,@user ptdrr ta tous les renois de châtelet ils vont arriver en ball
0,@user @user @user n'oublions pas que beaucoup de juifs se sont réfugiés au maghreb à cette… @url
1,@user si tu le dis mais en quoi suis je attardé alors?
1,@user @user oui nous le pensons et nous avons aucune leçon à recevoir des juifs et des chrétiens car dans… @url
0,@user @user quel dommage.malgré que @user juin 2017 violence conjugales auto déclarés mentionne q… @url
1,@user @user @user un gauchiste qui vote encore gauche passe les 35 ans est indecrottable vie. helas
0,@user @user et non il n'y pas plus de crimes commis par des migrants que des français blancs. seulement moins… @url
1,@user sinan pff c est fatiguant ce genre attardé j ai autre chose à foutre
1,@user @user @user et bien parlons maintenant des pays arabes ou du maghreb avec leurs valeurs musul… @url
1,@user lol quel mongol!
1,@user tg tes tjrs sortie avec des blancs la jte parle dune vrai pute qui kiff les mauvaise odeurs et les accent de mongol
1,@user @user tiens moi je commence : sale arabe de merde
1,@user @user @user monsieur le mongol n'a pas de burnes ?
1,@user @user oh non je te rassure il m'en faut plus qu'un petit facho débile pour vexer.
0,@user @user t'aime bien le gout de la viande un carnivore c'est tout.
1,@user dit moi sale arabe verra (ta jamais dit ça) @url
1,@user la jsuis pas sur commence avoir pas mal de renois dans le 91 et 77
1,@user yuri ct la miff il posé ses couilles contre le réal bernat c juste un attardé de malaga
1,@user mariage des renois c'est plus un taff qu'autre chose
0,wesh la il parle du fait qu'il est féministe et il parle des droits de la femme c'est super mais pourquoi t'as com… @url
0,@user la propagande gauchiste americaine n'a aucune limite comme en france.n#bfmtv
0,y'a vieux un mec à la gare qui m'a insulter de « sale arabe » sauf que je ne suis pas arabe du tout
1,@user @user normal. n'est jamais à l'abri d'un gauchiste dégénéré.
1,@user @user @user regarde les gros likes quil que des renois qui soutiennent ce gros fdp de raciste
1,@user musicalement ouai après blc si il sont blanc ou ap mais les renois ou les rebeus sont très fort musi… @url
1,@user @user quel est le putain de rapport ? vous êtes attardé ?
1,@user @user vous avez raison mais rassurez-vous je ne suis pas un islamo-gauchiste je ne nie pas... @url
1,@user @user @user haha c'est un arabe qui dis à un arabe chameau... c'est de l'ironie... pas du racism… @url
1,.@user ne parlez pas au nom des suisses. merci. vous êtes une immigrationiste islamo-gauchiste. vous n'avez ri… @url
1,@user @user @user l'ivg façon gauchiste c'est comme le choléra ça se repend de partout
1,@user @user la pègre gauchiste !
1,@user @user @user @user @user mdrr ce mongol déjà j'ai beau être un fan de… @url
1,@user quand je vois des rebeus comme rim k ça fait oublier qu'il ya des fils de pute comme bassem qui exis… @url
1,@user houlala l'exxtreme droite au pouvoir pauvre media de gauchiste
0,@user quelle manoeuvre ! bon j'imaginais ça avec un peu plus de violence lol ça va c'est soft
0,@user @user ah le gauchiste... l'amour du débat l'honnêteté intellectuelle! :) @url
1,@user le terrorisme intellectuel encore de beaux jours devant lui... #navrant
0,@user @user @user @user @user tombez les œillères! la violence touche aussi les père… @url
1,@user @user @user @user waw trump est pas intéressant du tout et c'est un gros mongol et po… @url
0,@user @user @user non mais le gauchiste est très long dans la compromette...
0,@user @user je l'ai dis et repete force je deviens mechant ouais. ahahahahahahahahaha priver de lib... @url
0,@user @user merci
1,@user @user @user @user d'accord le gauchiste
1,y'a frapper un gars s'mongol @url
1,@user @user mdr si est connecté et que l'on vit pas comme toi est donc attardé
1,@user @user mais pauvre attardé de l'humour peut en faire sur n'importe quels supports évidemment que… @url
0,@user @user ptn cette violence de la question mdr
1,@user je suis dans cette ville ce weekend pas beaucoup de rebeus en vue et beaucoup de jeunes ( blancs ) dan… @url
1,@user @user qil ditsô style les rebeus c bon jv le dm
1,@user @user @user pas faute si t'es un putain de trou du cul doublé d'un attardé fini
1,@user @user intelligent ce bolsonaro il ne perd pas de temps avec la presse totalitaire bobo gauchiste et s... @url
1,vraiment des moments où je demande comment peut être aussi attardé quand les gens s'y mettent. et c'est q… @url
1,@user petit mongol apprend à parler comprend rien
1,@user quand te met à part parceque ta grandi avec des black et rebeu et que du coup te traité de sale ara… @url
1,@user je viens de visualiser l'émission en replay et la bienpensance gauchiste assistée par le discours… @url
1,@user mdrr tg toi avec ta gueule d'attardé tu crois que t'es mieux
1,@user @user tu ne parle tjs pas français! dirait un adolescent attardé! tu te branles tjs en cachette sur playboy
0,@user oui j'suis gentille moi je m'attarde pas sur le physique
1,@user ouiiiii comme les peintures rupestres le bas mongol et le sanscrit? ce comique devrait réviser s… @url
1,@user @user @user ces attardés comme vous vous plaisez à les nommer sont tout simplement luc… @url
1,@user @user @user @user dommage pour toi je suis de lille pas plus gauchiste que cette… @url
1,@user ok mais c'est qui les mots que tu traites de mongol?
0,@user @user @user personne qu'elle qu'il soit ne doit imposer son regime alimentair... @url
1,@user @user @user n'empeche tu te prends la tete sur un attarde ca fait mal..
1,@user parce que la justice et les médias gauchiste français sont des lâches et anti blanc la racaille est tr… @url
1,@user @user aqui ne mongol
1,@user et là tu rajoutes à la fin: mongol!!!!
1,@user @user nn c'est ton ami le frustré en faite sale arabe va bon ntm flemme de parler avec vous tell… @url
1,@user @user @user @user encore un autre mongol qui veut se donner bonne conscience a… @url
1,@user jambon en premier sinon mongol
1,@user @user regarde le ce mongol
0,@user jpense il s'y est pas attardé bc ça aurait pas intéressé grand monde (jcoco très peu de gens qui se pose… @url
1,@user @user manu qui le niveau d'écriture d'un cm1 attardé... et les gens croient... @url
1,@user @user vous confondez islam radical et terrorisme islamique. le premier mène parfois au second mais son… @url
1,@user si t'as des photos du mongol avec la pancarte son (moi) je les veux bien ❤
0,@user ptdrrr merci gauchiste pref
1,@user @user crois pas que parceque t'es attardé tes adversaires vont te laisser gagner
0,@user @user l éducation gauchiste de l enfant roi ...
1,@user @user c'etait pour faire chier les islamo-gauchiste mais je constate que les nazillons ont egalemen... @url
1,@user @user dis gogole pas mongol c'est un peuple wsh
1,@user @user je la connais sûrement plus que toi sale imbécile. jai étudie l arabe littéraire
1,@user t'es attardé ou quoi ? pourquoi tu follow alors ? t'es ridicules
1,@user @user @user nique tes morts sale juif
0,@user @user @user merci de fr passer les arabes pr des haineux
1,@user @user nan mais d'accord je suis pas contre l'avortement! j'dis juste qu'avorter aujourd'hui c'es… @url
1,@user ne t'en fais pas tu n'es pas attardé juste lent.
0,@user @user le baath c'etait un parti pour tous les arabes avec une variante dans chaque pays (baath irakien sous saddam etc)
1,@user il publies des dicks pics en permanence un vieux tordu.
1,@user pas de souci peut te faire plaisir condition que tu n'ai rien contre les rebeus et les renois. 5 ton service
0,@user moi hamdoullah je vis dans un pays africain donc mon prenom va pas deranger mais les gens qui ont du mal a… @url
0,@user @user ben toi aussi te dira de te reconvertir quand pour raison x ou un groupe de d... @url
1,@user pq contre nature? bien sûr c pas la même espèce donc pas normal mais ça en fait pas des attardé c juste pas usuel
1,@user @user ptin j'ai eu l'air d'un mongol à essayer de le faire sans la paume c'est incoyable le chomage
1,@user gros gauchiste
1,@user il font ça juste pour le plaisir c'est encore plus des attardé
1,@user j'aime beaucoup ce concept c: le probleme... c'est que t'es gauchiste excusemoi si je t'ai bléssé xdddd (… @url
1,@user @user @user l'islam n'est pas le terrorisme....mes tous les terroristes pratiques l'islam.... attentats islam....
1,@user nan mais j'parle de si tu vas suivre en mode grosse fan attardé ça va être chaud
1,vous aimez trop rire des blancs mais quand un blanc tweet un truc sur les renois ça fait les chialeurs la team wakanda se révolte allez nvm
1,@user @user tais-toi sale gauchiste.
1,@user manque plus que l'autre attardé de saotao et t'as le trio magique
1,@user @user @user l'ultradroite déjà et l'oas c'était des enfants de coeur? sale débile va
1,@user tu eh mongol?
0,@user @user yen ils ont du mal capter hein c'est fou
1,@user @user il adore les rebeus !
1,wesh le cameraman il cssse les couilles filmé le gros porc de rebeus hagrid qui remplace simeone #asmatl
1,@user @user @user je crois qu'on tient un champion là qui traite d'islamo gauchiste en rép… @url
1,@user tu veut ke jte bz ta mère jcomprend les bases sal mongol
0,@user @user vous avez si mal ? si il préfère les renois c'est ses goûts pourquoi direct mal parler ?
1,@user @user @user @user je confond rien tu es juste un attardé qui sait pas s'exprimer @url
1,@user non mais quand même t'es antisémite complotiste tu relis ton texte avant impression et tu ressens pas un… @url
1,@user @user @user trop d'attardé sur ce réseau
1,zebi marre de faire recale cause de sale tête d'arabe
0,@user @user non non. complotiste anti-etat-qui-raquette-les-automobilistes-qui-bossent-eux
1,@user est tiré vers le bas mais très profond! censure dictature de la pensée unique terrorisme intellectuel… @url
1,@user @user @user @user t'es débile ou juste retardé ?
1,@user @user il s'appelle comment ce conard de gauchiste qui ne laisse pas parler les gens... gauchiasse de merde !!
1,@user @user semi-pd mais entierement con en effet
1,wesh les renois abuse un peu trop @url
1,@user @user @user @user un mongol fier x)
1,@user @user et puis bon tu sais cmt ça marche les propos oppressifs: qd balance un sale arabe… @url
1,@user remplacez « éducation nationale » par « islam » « pedophilie » par « terrorisme » et « professeur » p… @url
1,@user résume le terrorisme à l'islam...!! c'est choquant d'entendre ça sur @user !
0,@user @user peut-être que certaines personne ne supportes plus que l'on s'attarde sur se genre de… @url
1,@user je crierais tjrs comme un mongol ne tqt pas theo
