text,labels,target,source,dataset,nb_annotators,tweet_id
@USER encore un attardé ?,0,hispanics,Twitter,MLMA,3,
@USER @USER @USER personne ne s'attarde sur le fait qu'elles sont plusieurs avoir des batraciens dans l’œsophage ?,0,other,Twitter,MLMA,3,
@USER la je critiquais les rebeus que je connais qui étaient pour lui pas lui mais c’est un connzrd,0,individual,Twitter,MLMA,3,
faire de la vaiselle avec @USER et se rendre compte que notre fils @USER est complètement attardé,0,individual,Twitter,MLMA,3,
@USER colé que eras mongol,0,individual,Twitter,MLMA,3,
donc sale arabe est-ce une injure ou une simple constatation ????? @USER,0,arabs,Twitter,MLMA,3,
cette météo islamo gauchiste fatigue elle pose vraiment problème dans mon dressing républicain,1,muslims,Twitter,MLMA,3,
#macron notre ado attarde continue precher dans le desert et ruiner l'image de notre pays deja bien abimee par @USER,0,individual,Twitter,MLMA,3,
si vs remarquer bien les français qui vivent dans les pays musulmans et africains ils vivent tranquillement parmi l… @USER,0,other,Twitter,MLMA,3,
la tronche du gauchiste typique.... @USER,0,special_needs,Twitter,MLMA,3,
raphaela é mongol,0,women,Twitter,MLMA,3,
@USER Ça ne change strictement rien. peut alimenter un discours complotiste antisémite sans avoir des inten… @USER,0,other,Twitter,MLMA,3,
je suis dans un bar ! je suis bourré comme un mongol (c’est plus qu’un polonais!) et j’arrive pas à m’arrêter de ri… @USER,0,asians,Twitter,MLMA,3,
rt @USER @USER @USER parce que nous est assez intelligent pour fabrique des bazooka et aller sur la lune conna,0,indian/hindu,Twitter,MLMA,3,
et je parle même pa des renois qui mettent pa de crème,0,african_descent,Twitter,MLMA,3,
je viens d’essayer de le faire avec mes lunettes et je louchais comme un mongol @USER,0,indian/hindu,Twitter,MLMA,3,
son mari vincent cerutti doit la soutenir il doit avoir envie de caser la gueule au mongol Éric zemmour. @USER,0,special_needs,Twitter,MLMA,3,
@USER euh bah ça pas longtemps que je te connais et hyper sympa/drôle et j’me tape tjrs des barres avec toi et l’autre attardé @USER,0,individual,Twitter,MLMA,3,
@USER ptdr même pas en rêve sale ouf j’nique sa race l’agresseur et je mets une tarte à mon ex en guise de remerciement genre,0,individual,Twitter,MLMA,3,
mais les mecs leurs sale arguments c féministe=moches mais est toutes des putains de frappes ici et c’est pas… @USER,0,other,Twitter,MLMA,3,
@USER @USER @USER non le sujet c'est l'islamisation de la france en fait,0,muslims,Twitter,MLMA,3,
pas étonnant venant de cali gardien du fascisme gauchiste ! un gros crétin qui se prend pour un grand ! @USER,0,left_wing_people,Twitter,MLMA,3,
que mongol,0,asians,Twitter,MLMA,3,
il faut expulser ces #migrants hors de nos frontières. #nantes @USER,1,individual,Twitter,MLMA,3,
rt @USER frise le totalitarisme . un syndicat gauchiste quoi... @USER,0,left_wing_people,Twitter,MLMA,3,
les renois vous avez tous la même gl mtn,0,other,Twitter,MLMA,3,
en tout cas les mariages renois c'est vraiment les meilleurs,0,african_descent,Twitter,MLMA,3,
mon pere: sale gauchiste de merde juste bonne se faire sauter par des punks chien de l'unef et militer pour l @USER,1,left_wing_people,Twitter,MLMA,3,
#onpc à 27'53 @USER adepte de laviolence sur enfant… @USER,0,individual,Twitter,MLMA,3,
Ça c’est sonia quand elle est au quartier avec tous les mecs rebeus &amp; renois @USER,0,indian/hindu,Twitter,MLMA,3,
t’aime bien les rebeus? — normal @USER,0,indian/hindu,Twitter,MLMA,3,
encore un putain de mongol ... les llyonnais vous êtes à chier !!!! @USER,0,other,Twitter,MLMA,3,
les #feministes de la gauche regressive en france devraient lire ça.,0,other,Twitter,MLMA,3,
et... quelques autres clips sur lesquels il faut que je m'attarde un peu plus. x),0,other,Twitter,MLMA,3,
delormeau... quel attarde bordel @USER,0,individual,Twitter,MLMA,3,
c'est trop bien plus je renseigne plus je deviens anti capitaliste et anti conformiste sans devenir un bobo gauchiste ridicule,0,individual,Twitter,MLMA,3,
s'ensuit une autre tradition : le racket en réunion avec violence de la touriste par ces mêmes #shikas #senbei… @USER,0,indian/hindu,Twitter,MLMA,3,
@USER tu e mongol,1,individual,Twitter,MLMA,3,
je l’aime mais bordel qu’est ce qu’il est mongol,0,hispanics,Twitter,MLMA,3,
@USER cala te mongol,0,individual,Twitter,MLMA,3,
@USER 56 rebeus fragile baltringue de cité de merde il ont violer une meuf completement bourrer la sortie… @USER,0,other,Twitter,MLMA,3,
@USER cette merde ne sont pas des migrants mais il faut les expulser!,0,other,Twitter,MLMA,3,
sos #gaza incendie et terroristes #palestiniens partout les palestiniens pratiquent le terrorisme environnemental e… @USER,0,other,Twitter,MLMA,3,
joshua par k.o mais le russe il était sale chaud !!! #joshuapovetkin #boxe,0,other,Twitter,MLMA,3,
n'en deplaise jean-gauchiste jean-sioniste ou jean-antiraciste les juifs ont etes les principaux instigateurs @USER,0,jews,Twitter,MLMA,3,
ce que serait la france sans les renois et les rebeus @USER,0,other,Twitter,MLMA,3,
quel mongol ce grosjean,0,indian/hindu,Twitter,MLMA,3,
@USER une lettre prés ton tweet était antisémite et complotiste.,0,indian/hindu,Twitter,MLMA,3,
@USER @USER mais c’est toi tu mentionne mongol,0,individual,Twitter,MLMA,3,
regardais ya cb de repons wch moi jdmde vnait dm ya ke lautre mongol ki vien @USER,0,asians,Twitter,MLMA,3,
du bleu du blanc et du orange bande de mongol @USER,0,other,Twitter,MLMA,3,
du coup tu es contre l'avortement ? — non je suis pour @USER,0,other,Twitter,MLMA,3,
@USER @USER ce serais bien d'eviter de parler et d'argumenter autour de chose que tu ne maitri... @USER,0,individual,Twitter,MLMA,3,
les rebeus qui achètent fifa 19 avec les bourses vous voit. @USER,0,indian/hindu,Twitter,MLMA,3,
cyber-harcèlement: un jeune homme de 25 ans reconnu coupable de viol à distance @USER,0,individual,Twitter,MLMA,3,
selon les chercheurs les #jeuxvidéo peuvent réduire la violence chez les jeunes. au royaume-u…,0,african_descent,Twitter,MLMA,3,
un centre pour réfugiés ouvre sans polémique dans le 16e arrondissement de paris @USER,0,refugees,Twitter,MLMA,3,
@USER d’une stupidité affligeante merci de laisser là paroles à ce genre attardé les médias français garderont bien la face,0,individual,Twitter,MLMA,3,
je m'attarde sur des détails de merde mais aussi son arme :,0,indian/hindu,Twitter,MLMA,3,
imaginez vous élevez une bizu pendant 18 ans et elle est féministe gay et islamo-gauchiste..... je préférerais que mon fils soit un violeur.,0,individual,Twitter,MLMA,3,
@USER pendant 40 ans ânonné : l’immigration (africaine) une chance pour la france ! les résultats… @USER,1,african_descent,Twitter,MLMA,3,
pour les migrants digitaux... 4 épisodes de #sectionpro dispos sur auvio. @USER,0,other,Twitter,MLMA,3,
les arabes cassent les couilles putin. ils aiment pas les noirs mais ils viennent s’asseoir à côté de moi dans le… @USER,0,other,Twitter,MLMA,3,
ilham aliyev reçoit son homologue mongol - photos @USER,1,asians,Twitter,MLMA,3,
@USER et restes trql avec tes sales arabe sale vielles conne,0,arabs,Twitter,MLMA,3,
nous les renois tu nous dis juste un truc qu'il nous plait pas va te raconter toutes l'histoire de la france.,0,other,Twitter,MLMA,3,
@USER jsuis vraiment un attardé,0,individual,Twitter,MLMA,3,
@USER ah ? jsp j'ai bloque direct cmb ?,1,other,Twitter,MLMA,3,
@USER c’était un message d’un gauchiste établi en angleterre. hors sujet niveau expert.,0,indian/hindu,Twitter,MLMA,3,
comment il place sa phase sur « les renois de stamford bridge » pfiou il prend n’importe qui en leuleu,0,other,Twitter,MLMA,3,
les sud-coréennes ne veulent pas de migrants ! @USER via @USER,1,other,Twitter,MLMA,3,
l'islamo-féministe (là-dedans il faut inclure tout victimologiste de gauche dont l'islam est le nouveau dreyfus)… @USER,1,muslims,Twitter,MLMA,3,
dialectique gauchiste intéressante.,0,other,Twitter,MLMA,3,
ahri é champion de mongol,0,women,Twitter,MLMA,3,
muriel robin se confie sur son combat contre les violences conjugales devenu une évidence après avoir incarné jacq… @USER,0,other,Twitter,MLMA,3,
@USER foi ela mongol,0,individual,Twitter,MLMA,3,
@USER @USER tout fait ! laissons la place aux extrémistes militant contre l'avortement et accessoirement fachos.,0,other,Twitter,MLMA,3,
#lheuredespros la gauchiste hystérique avec côté de l'idiot du village leclerc est à museler.....,0,left_wing_people,Twitter,MLMA,3,
les renois @USER,0,hispanics,Twitter,MLMA,3,
ptdr les darons renois c’est les meilleurs quand il t’embrouille tu les regarde dans les yeux c’est un pb tu les re… @USER,0,african_descent,Twitter,MLMA,3,
les rebeus teinture blond platine en boîte ils ont pas l'air d'être trop dans l'islam,0,other,Twitter,MLMA,3,
islam gauchiste,0,women,Twitter,MLMA,3,
recommence frere tas aucun argument jusqu’à t’invente asy ftg toujours le meme refrain sur les cheveux les rebeus v… @USER,0,indian/hindu,Twitter,MLMA,3,
@USER @USER heureusement que mère sait qu'on est attardé,0,other,Twitter,MLMA,3,
les vegans de sone interdite j’en peux plus quelle bande d’attardé,0,individual,Twitter,MLMA,3,
je suis attardé sur les commentaires des différents articles de la page fb du gorafi. facebook c’est quelque chose en 2018 mdrrrr,0,individual,Twitter,MLMA,3,
bienvenue à #cergy où des migrants africains complètement nus agressent sauvagement les françaises.,0,indian/hindu,Twitter,MLMA,3,
mamah mais marquinhos mis les nerfs abusé ! quel guignol et l'arbitre encore plus mongol #ompsg,0,individual,Twitter,MLMA,3,
j’étais une mongol avant,0,indian/hindu,Twitter,MLMA,3,
je n'ai pas de mots assez durs pour qualifier notre aveuglement face à l'islamisation de l'europe.,0,indian/hindu,Twitter,MLMA,3,
donc j’étais dans le métro en train de coller mon nez contre mon écran comme un putain d’attardé seul avec frust… @USER,0,other,Twitter,MLMA,3,
ne peut pas laisser des migrants se noyer..,0,immigrants,Twitter,MLMA,3,
les arabes presque réussis à vous faire croire que dans le coca il de la cocaine et que israël faisait un complot avec cette boisson,1,indian/hindu,Twitter,MLMA,3,
le problème des migrants c'est comme un moustique sur un testicule la violence ne sert à rien...,1,women,Twitter,MLMA,3,
putain les renois ou les arabes qui deviennent policiers wallah je vous voient en mal ! inshallah vous avez une vie… @USER,0,african_descent,Twitter,MLMA,3,
attendu que la #belgique un taux de politiciens plus élevé que celui des #migrants...,0,other,Twitter,MLMA,3,
- expulsion immédiate des migrants coupables de vol viol v…,0,immigrants,Twitter,MLMA,3,
les partisans : récit d'une dérive gauchiste (par ilian karst) @USER via @USER,0,african_descent,Twitter,MLMA,3,
les renois qui ont les cheveux courts et genre couleur originale style frank ocean ou kiddy smile c trop stylé,0,other,Twitter,MLMA,3,
le pantalon pour lutter contre l'avortement. bien sûr. logique.,0,other,Twitter,MLMA,3,
emission @USER chez @USER - pour ce gauchiste menteur et méprisant une maman avec 5 enfants est r… @USER,0,individual,Twitter,MLMA,3,
rt @USER la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut. @USER,0,other,Twitter,MLMA,3,
la vérité est gauchiste ? @USER,0,individual,Twitter,MLMA,3,
@USER bah le tweet mongol,0,african_descent,Twitter,MLMA,3,
ton squad de négros et rebeus fragiles au pissotoire chacun regarde le zizi de l'autre,0,indian/hindu,Twitter,MLMA,3,
h36 jfais le guignol qd je passe à l’oral les gens de classe il doivent prendre pour un attardé,0,special_needs,Twitter,MLMA,3,
@USER j'ai mon premier rendez-vous pour les hormones vendredi prochain,0,other,Twitter,MLMA,3,
Ça sent le prépubère gauchiste de 60kg tout mo…,0,other,Twitter,MLMA,3,
@USER @USER la chaine alimentaire ne se definitif pas que sur la necessite alimentaire mais au... @USER,0,other,Twitter,MLMA,3,
germain j’vais prendre sa photo j’vais jouer aux flechettes avec ce mongol,0,individual,Twitter,MLMA,3,
aucun média islamo gauchiste et aucun français de confession musulmans n’en parlent @USER,0,indian/hindu,Twitter,MLMA,3,
le figaro un journal pour bobo attardè !!! @USER,0,other,Twitter,MLMA,3,
laurent wauquiez qui essaie de faire passer Édouard philippe pour un sale gauchiste et laxiste.,0,other,Twitter,MLMA,3,
@USER @USER avec les mongol c’est vraiment vraiment incroyable ! mais saison 1 reste magnifique avec shah suleyman ...,0,other,Twitter,MLMA,3,
@USER qui connaissait ce militant de la cause animale esteban qui tué en se défendant un jeune gauchiste no… @USER,1,individual,Twitter,MLMA,3,
@USER croire que l’uefa un truc contre les arabes salah il doit être mais largement dans cette équipe,0,indian/hindu,Twitter,MLMA,3,
@USER comment débattre entre gauchiste sans aucune contradiction,0,indian/hindu,Twitter,MLMA,3,
Ç est ça l’accueil et l’intégration des migrants…,0,women,Twitter,MLMA,3,
Ça m’fume les renois quand ils rigolent ils sont obligés de tapé un 200m sprint @USER,0,other,Twitter,MLMA,3,
@USER surement des arabes pour changer !,1,arabs,Twitter,MLMA,3,
sai daqui mongol #askfandoms,0,other,Twitter,MLMA,3,
naza mongol te po na banda ko seka seka kk boyer sans lucratif,1,individual,Twitter,MLMA,3,
@USER @USER non psychophobe c'est quand stigmatise les maladies mentales : dire qu'untel est attard… @USER,0,other,Twitter,MLMA,3,
@USER @USER @USER tu dit de la merde putain de gauchiste @USER,0,indian/hindu,Twitter,MLMA,3,
t’es le passe temps des rebeu sale meuf sait que t’aime les arabes — tjrs l’affût du moindre de mes tweets toi… @USER,0,hispanics,Twitter,MLMA,3,
@USER @USER culturises toi sale arabe,0,arabs,Twitter,MLMA,3,
«nous aurons entre 200 millions et 1 milliard de réfugiés climatiques dans 30 ans…que voulez vous qu'il se passe…»… @USER,0,individual,Twitter,MLMA,3,
@USER @USER non c'est forcement une saloperie de gauchiste,1,left_wing_people,Twitter,MLMA,3,
j'aime une vidéo @USER pour en finir avec la cruelle imposture des migrants (4/4) - abbé olivier rioult à l'adresse,0,asians,Twitter,MLMA,3,
@USER ah oui quand tu donne un scan d'une image met le reste de l'image dda - les arabes en effets sont prése… @USER,0,immigrants,Twitter,MLMA,3,
@USER eh laisses alia en dehors de ça ! pas questions de blanc ni de renoi ni de noich rien juste des potos,0,other,Twitter,MLMA,3,
Ça m’fume sur plato les gars renois que ils veulent tuer h24 c’est un délire,0,indian/hindu,Twitter,MLMA,3,
@USER je vais passer pour un attardé mais j arrive pas lancer le chargement apres l avoir obtenu fait comment ?,0,individual,Twitter,MLMA,3,
je comprends mieux les noirs et les rebeus depuis qu'en thaïlande j'ai des problèmes d'immigration,0,christian,Twitter,MLMA,3,
@USER dois mongol,0,individual,Twitter,MLMA,3,
@USER 2.. je precise que je ne suis pas un islamo-gauchiste et je ne nie pas l'antisemitisme musulman bien plu @USER,0,african_descent,Twitter,MLMA,3,
il est comment lui — plus beau que tout les rebeus @USER,1,indian/hindu,Twitter,MLMA,3,
sans commentaire ....allemagne : les clans arabes font la loi. la police avait décidé de ne pas réagir pour éviter… @USER,0,other,Twitter,MLMA,3,
@USER @USER @USER allez un attardé signaler et bloquer @USER,0,individual,Twitter,MLMA,3,
menard la gauchiste crache sur le cadavre encore chaud de faurisson. @USER,0,individual,Twitter,MLMA,3,
@USER codforlan ce mongol d'internet mdrrrrrrrrr,0,christian,Twitter,MLMA,3,
cet attardé de conducteur de bus il sait pas freiner doucement il met ses meilleurs kick sur la pédale je vois que ça,0,individual,Twitter,MLMA,3,
une attardé visiblement @USER,0,women,Twitter,MLMA,3,
par ailleurs donner des leçons de militantisme lgbti quand est dans un parti complotiste qui fricote avec l'ext… @USER,0,individual,Twitter,MLMA,3,
c’est bien une gauchiste,1,indian/hindu,Twitter,MLMA,3,
@USER @USER tiens l'abruti profond @USER,0,individual,Twitter,MLMA,3,
@USER @USER faut dire que la derniere fois qu'il est sorti dans la rue un gauchiste l'a poignarde,0,left_wing_people,Twitter,MLMA,3,
est plus grand bien-sûr attardé que je suis à oublié des mots x),0,other,Twitter,MLMA,3,
et y’a certains gars renois qui ont aimé son tweet bande de suceurs ptdr,0,other,Twitter,MLMA,3,
eh oui! jeremy corbyn est un islamo-gauchiste! @USER,0,individual,Twitter,MLMA,3,
habituellement je ne m'attarde pas trop sur l'arbitrage je dis que c'est l'argument des faibles mais à un mome… @USER,1,indian/hindu,Twitter,MLMA,3,
@USER @USER oui ce genre d'extrémiste complotiste antivax antimed est la norme dans certains milieux,0,other,Twitter,MLMA,3,
insupportables les rebeus pr ca @USER,0,other,Twitter,MLMA,3,
ptdr ce mongol il veut s’approprier le terme pep genesio il rien inventé @USER,0,individual,Twitter,MLMA,3,
nantes. squatters et migrants en viennent aux mains (presse-océan) @USER @USER,0,immigrants,Twitter,MLMA,3,
les renois sombres la qui veulent absolument sortir qu’avec des meufs claires c’est tout simplement des complexer,0,other,Twitter,MLMA,3,
attend elle fantasme sur le renois jusqu’à elle rêve d’un cuni waou #insecurehbo,0,african_descent,Twitter,MLMA,3,
c'est ce gauchiste de sotto qui mène le débat?? Ça promet... @USER,0,left_wing_people,Twitter,MLMA,3,
t'as quoi contre les arabes grosse folasse @USER,0,other,Twitter,MLMA,3,
#justice série d'agressions avec violence en corse : des faits de trop mais peu nombreux dans l'île selon la gen… @USER,0,other,Twitter,MLMA,3,
t'es un peu un gauchiste mais j'aime bien tes tweets et tes retweets — je ne sais pas quoi répondre @USER,0,indian/hindu,Twitter,MLMA,3,
puis le film s’appelle « bohemian rhapsody » mais le film s’attarde très peu sur la conception de ce chef d’œuvre musical,0,other,Twitter,MLMA,3,
@USER bien évidement que non..en bon gauchiste il va tjrs nier,0,other,Twitter,MLMA,3,
j’ai jurer je leur roule dessus blc quel bande d’attardé avec leur délire de purge @USER,0,other,Twitter,MLMA,3,
bassem il fume quand il dit la phrase « black swag de merde (a ne pas confondre avec nos vrais frères renois) »,0,other,Twitter,MLMA,3,
@USER fais le fier en + bh réfléchis mongol jtai dis quoi hier et ce matin??????,0,individual,Twitter,MLMA,3,
@USER @USER rennes ....ville gauchiste depuis 1977 sans interruption,0,left_wing_people,Twitter,MLMA,3,
@USER @USER @USER @USER @USER fais toute tl je suis un vrai gauchiste ,0,left_wing_people,Twitter,MLMA,3,
@USER app de mongol,1,asians,Twitter,MLMA,3,
ces migrants qui veulent s’investir pour l’europe @USER,0,christian,Twitter,MLMA,3,
du coup je regarde des vidéos de renois qui explique comment il faut exfolier son corp bla-bla-bla,0,african_descent,Twitter,MLMA,3,
asmar mraconte une histoire mparl comme une attarde e c tro ******,0,other,Twitter,MLMA,3,
@USER 3..je conclus par une precision: je ne suis pas un gauchiste ni un islamo-gauchiste ni pro migra @USER,0,christian,Twitter,MLMA,3,
@USER en gros sur twitter tu dis t’aimes les renois mais tu vas au ciné avec des blanches au final enfin bl… @USER,1,individual,Twitter,MLMA,3,
le parti danois qui veut expulser les «migrants sociaux musulmans» se développe rapidement. … @USER,0,other,Twitter,MLMA,3,
bon les renois sait que vous vieillissez jamais mais vous voulez pas partager un peu ? vite fait ? @USER,0,other,Twitter,MLMA,3,
@USER @USER possible. mais y'a vlà les renois de 2m à cergy ptdrrr donc j'sais ap,0,african_descent,Twitter,MLMA,3,
quand je vois que la cagnotte pour aider les enfants réfugiés qui dorment deh…,0,refugees,Twitter,MLMA,3,
@USER @USER au moins je sais faire une addition de base.....ton père nous sort des pv avec des additions de mongol 1+1=3,0,individual,Twitter,MLMA,3,
rt @USER meilleure amie sort avec un enfant attarde qui aime la neige...  @USER,0,other,Twitter,MLMA,3,
@USER teamspeak pour attardé vieillissant ne sachant pas gerer un serveur de rp c'est super fun d… @USER,0,other,Twitter,MLMA,3,
tu kiff les rebeus toi ? —  @USER,0,indian/hindu,Twitter,MLMA,3,
@USER @USER c’est quoi c’est chaîne de mongol y’a pas la juventus,0,individual,Twitter,MLMA,3,
@USER les arabes reprochent mr messiha d'être un peu trop occidental dans son pays o_o si ça c'est pas du… @USER,0,arabs,Twitter,MLMA,3,
@USER @USER @USER la majorité des shiites ne sont pas des arabes.,0,arabs,Twitter,MLMA,3,
@USER c est pas le meme groupe de supporter c est toi le mongol,0,special_needs,Twitter,MLMA,3,
je peux presque comprendre qu’on soit contre l’avortement. mais sortir des âneries pareils pour défendre son point… @USER,0,indian/hindu,Twitter,MLMA,3,
@USER si des arabes te disent que nous sommes coupables c’est sûrement que nous nous sommes innencents,1,arabs,Twitter,MLMA,3,
carai matheus eh mongol demais,0,special_needs,Twitter,MLMA,3,
paris : les familles de gendarmes virées d’une caserne pour faire place à 150 familles de migrants ! @USER,0,immigrants,Twitter,MLMA,3,
@USER @USER @USER parle bien des arabe né montdidier sale babtou,0,other,Twitter,MLMA,3,
est allé à la boutique nespresso ptdr le mec il demandé si achetait du café pr l’hôtel il vu deux renois… @USER,0,individual,Twitter,MLMA,3,
«l’antisémitisme est une expression (...) de la part malade de l’âme humaine. il canalise sur une communauté partic… @USER,0,indian/hindu,Twitter,MLMA,3,
les rebeus de twitter ils connaissent tous la mythologie grecque tu leur demande de réciter ayat al kursi ça va te parler de zeus,0,indian/hindu,Twitter,MLMA,3,
les arabes vont dire c’est l’oeil des gens @USER,1,indian/hindu,Twitter,MLMA,3,
À relire budget record | Évacuations en raison des pluies | moins de demandes mais plus de réfugiés @USER,0,refugees,Twitter,MLMA,3,
c’est rebeu/renoi — j’ai pas mis les rebeus dedans mdr @USER,1,arabs,Twitter,MLMA,3,
@USER oui et ne veut pas non plus des migrants islamo-africains !,1,immigrants,Twitter,MLMA,3,
@USER @USER rien qu’à voir sa sale tronche d’extraterrestre attardé ! comprend mieux son aigreur… @USER,0,individual,Twitter,MLMA,3,
imaginez seulement si ses enfants préfèrent sortir avec des renois reubeu ou asiat @USER,1,indian/hindu,Twitter,MLMA,3,
les renois et métisses ils sont tellement beaux @USER,0,african_descent,Twitter,MLMA,3,
hébergement des migrants à nantes: «il était grand temps d'intervenir» es… @USER,0,immigrants,Twitter,MLMA,3,
je kiffe ce genre de tweet ou tu sens que la nana envie de lui dire ferme ta gueule sale arabe mais se retient… @USER,0,individual,Twitter,MLMA,3,
les renois (je parle même pas des musulmans) aiment trop se raser la moustache quand ils ont une barbe comment ça se fait ?,0,other,Twitter,MLMA,3,
#belley - une jeune mère de famille convertie à l'islam condamnée à 5 ans de #prison ferme pour apologie du terrori… @USER,0,other,Twitter,MLMA,3,
l'auteur du massacre de #pittsburgh est un complotiste qui pense que « les États-unis sont contrôlés par les juifs… @USER,0,other,Twitter,MLMA,3,
rt @USER le parti de melenchon condamne la visite de 185 patrons francais en isralnla section rennaise du parti islamo-gauchiste l,1,special_needs,Twitter,MLMA,3,
bon apres jsuis content que jai fais ca mtn jle referai plus mais ptdrrrr jsuis quel genre de mongol,0,asians,Twitter,MLMA,3,
- un beauf blanc traite un arabe de sale arabe c'est l'expression d'un racisme systémiqu… @USER,0,african_descent,Twitter,MLMA,3,
quand l' eau est trop claire il n'y pas de poissons ; quand l'homme est trop exigeant il n'a pas d'amis (proverbe mongol).,0,special_needs,Twitter,MLMA,3,
moi je trouve que yann moix n’a pas dérapé sur la question de la violence policière. biensur que yena et ok faut pa… @USER,0,individual,Twitter,MLMA,3,
@USER attention ! se rappeler le mantra gauchiste : les coupables sont avant tout des victimes sociales,0,left_wing_people,Twitter,MLMA,3,
@USER c'est certain mais l'idéologie gauchiste fait croire à tous les présidents qu'ils doivent faire papa m… @USER,0,left_wing_people,Twitter,MLMA,3,
campagne de dénigration s’en fiche que les informations soient vrais ou fausses. c’est un peu comme les renois… @USER,0,african_descent,Twitter,MLMA,3,
quel sale arabe je suis mort,0,indian/hindu,Twitter,MLMA,3,
@USER  mongol  mdrr vraiment mère,0,individual,Twitter,MLMA,3,
les joueurs ps4 c’est des mongol en puissance,0,other,Twitter,MLMA,3,
couillard encourage la frugalité parce que le plq besoin d'argent pour nous noyer avec des faux réfugiés et des b… @USER,0,refugees,Twitter,MLMA,3,
rt @USER la tronche du gauchiste typique.... @USER,0,individual,Twitter,MLMA,3,
l'avortement est un droit. donc tous ceux qui sont contre je vous le dis bien fort : je vous merde. mais d'une fo… @USER,0,left_wing_people,Twitter,MLMA,3,
@USER mais du coup si t'es vegan mais que tu manges des produits non locaux (cafe bananes noix de... @USER,0,other,Twitter,MLMA,3,
confirmation..les migrants s'agglutinent à irun dans des gymnases espagnols en attendant de passer en france par la… @USER,0,immigrants,Twitter,MLMA,3,
✞père henri boulad✞: « j'accuse l'islam d'être à la source du terrorisme » @USER via @USER,0,muslims,Twitter,MLMA,3,
@USER vous mettez mal à l'aise à ne pas voir l'antisémitisme derrière la théorie du complot.,1,jews,Twitter,MLMA,3,
bon tous les renois/métisses hop oublié pas de mettre de la crème c’est reparti!,0,indian/hindu,Twitter,MLMA,3,
le torchon gauchiste des inrocks justifie le clip de l'autre fils de pute.,0,indian/hindu,Twitter,MLMA,3,
peut être contre l'avortement à titre personnel mais comme toute conviction personnelle celle-ci doit rester d… @USER,0,other,Twitter,MLMA,3,
@USER @USER non. tuer ce qu...on veut. quelle phrase ignoble. qui etes vous pour decider qui doit vivre ou mourir ?,1,other,Twitter,MLMA,3,
@USER @USER @USER trop chou merci ,0,other,Twitter,MLMA,3,
les mamans renois vous êtes trop choupi à toucher mes cheveux dans l'metro etc mais j'ai quand mm peur,0,african_descent,Twitter,MLMA,3,
#muslims #islamisation #grandremplacement… @USER,1,muslims,Twitter,MLMA,3,
@USER @USER les animaux se tuent entre eux #jdcjdr,0,other,Twitter,MLMA,3,
mdr ahlala les rebeus chaque jour vous surprenez un peu plus ! @USER,0,individual,Twitter,MLMA,3,
naza mongol te po na banda ko seka seka kk boyer s…,0,individual,Twitter,MLMA,3,
allemagne : les clans arabes font la loi. la police avait décidé de ne pas réagir pour éviter de se faire traiter d… @USER,1,arabs,Twitter,MLMA,3,
@USER 1 mongol à aller sur insta pendant que ta glace fond cause de creme lol,0,individual,Twitter,MLMA,3,
12) le brésilien existe bande d’attardé y’a différence avc le portugais même eux ils le disent renseignez vs,0,individual,Twitter,MLMA,3,
@USER c’est un attardé la vérité tu te souviens en 2015 quand se fait sortir contre la juve le nombre d’occa… @USER,1,african_descent,Twitter,MLMA,3,
j'adore voir la eternalfreedom si prompt à défendre les palestiniens avec ses copains rebeus et qui se retrouve bie… @USER,0,arabs,Twitter,MLMA,3,
putain j’ai une envie de graille noich ça fait 2j mais maladie m’empêche d’avaler des substances solides aidez moi,0,individual,Twitter,MLMA,3,
@USER j’aurais aimé le voir se fr lyncher pr de vrai les arabes et les noirs ca comptes pr du beurres mais… @USER,1,african_descent,Twitter,MLMA,3,
@USER les ultra-religieux n'ont rien contre le viol! mais contre l'avortement!,1,christian,Twitter,MLMA,3,
@USER @USER chui un attardé mental alors,0,individual,Twitter,MLMA,3,
le revers de la medaille dommage c'est pas un renois qui la goumer @USER,0,indian/hindu,Twitter,MLMA,3,
@USER c'est un gros mongol quand même,0,individual,Twitter,MLMA,3,
-un mongol @USER,0,indian/hindu,Twitter,MLMA,3,
@USER et si tu veux parlerva sur discord attardé,0,individual,Twitter,MLMA,3,
bts: h-nmon pere: ching chang chong  les chinois ,0,individual,Twitter,MLMA,3,
il dit son genre de meuf c les rebeus mdr @USER,0,other,Twitter,MLMA,3,
rebeus: [j'ai keblo le gars il part trop en couille en disant m'envoyer ses cousins. c'est le premier à dire que les reb… @USER,0,christian,Twitter,MLMA,3,
@USER ce pays merveilleux où corinne ordonne à la télé de ne plus inviter zemmour où des renois vont mettre la… @USER,0,individual,Twitter,MLMA,3,
soutenons les patriotes allemands qui comme nous luttent contre l'islamisation de nos pays et la destruction de not… @USER,1,special_needs,Twitter,MLMA,3,
@USER comme quoi c'est bien un gauchiste de la pire espèce.,1,indian/hindu,Twitter,MLMA,3,
depuis quand tu dois t’excuser quand tu lui dis « «mongol »,0,special_needs,Twitter,MLMA,3,
@USER momo embrouille le ce mongol qui casse ses télé,0,individual,Twitter,MLMA,3,
@USER oui mais dans 6 mois je serai en train de soumettre les rebeus mmafekir du fp dans le coin workout,0,arabs,Twitter,MLMA,3,
@USER ce mec est de la origine que toi et ti parle mdrr sale arabe,1,arabs,Twitter,MLMA,3,
