i,tweet_id,full_text
648,958343719828279296,"La transition vers un système de #change flexible du #dirham, “une très bonne décision” du gouvernement marocain (Mme #ChristineLagarde)
#FMI @FMIactualites https://t.co/8RJwl14YSm"
649,957312849176678411,
650,957169143370993665,
651,958748619573735424,"Tunisie/AFP: ""les réformes doivent s'accélérer"", estime Christine Lagarde https://t.co/uuepKS4Pst"
652,955272651991322624,
653,955349280897855488,🔴 🔵 Rouges et Bleues sont nos couleurs 🔴 🔵
654,955311981514428416,
655,955339654349410304,
656,955328796739166208,
657,955306574699999233,
658,955260747600183296,"Volley-ball : la magicienne Marie Tari: Marie Tari Après 195 sélections chez les Bleues et une belle aventure à la tête de l'équipe de France juniors, la Polynésienne Marie Tari n'en a pas fini avec le volley. Rencontre.… https://t.co/9XlbTeJVNe #Portrait #vos_rendez_vous https://t.co/WmEbw8jfbR"
659,939222259075551235,
660,939151878704812034,
661,939229108411781121,"«À quelle somme ce genre de comportement devient-il acceptable, selon vous, messieurs ? Cent mille dollars ? Un million ? Combien pour pogner une fesse, pour exhiber son sexe, pour menacer de représailles ?» #metoo #moiaussi   https://t.co/DYLR0aJUQA"
662,939214578591952897,"« Les partys de bureau à l’ère de #MeToo » un article à la une de @LaPresse dans lequel est citée, Geneviève Beaudin. À lire: https://t.co/S3gjyUe3Lm 🙌🎄🎉 #partydebureau #joyeusesfêtes #droitdutravail #avocat #droitqc #moiaussi #partysansabus https://t.co/yOlFiiCXb1"
663,939235566700433409,
664,939435727565344769,"Au menu de SAMEDI CONSO aujourd'hui : Abilio Diniz, #Balancetonporc, ma soirée de solitude avec Auchan, ma prochaine Saint-Valentin avec Monoprix et, évidemment, la disparition de Johnny. Ici &gt;&gt; https://t.co/QGytH4Cfrc https://t.co/E5DestDEQJ"
665,939438262988496897,
666,983307898183970816,
667,982979797189103616,"Attaque à la voiture-bélier en Allemagne: Angela Merkel ""profondément bouleversée"" par le drame https://t.co/vp3ViyDey3 https://t.co/VczNTPlacG"
668,983316749729792000,
669,983301818900983809,
670,982932086754545665,"@faureolivier ""On ne peut dire qu'Angela Merkel a été l'honneur de l'#Europe sur la question des réfugiés et #enmêmetemps restreindre cette semaine le droit d'asile"" #CongrèsPS #CongrèsAubervilliers https://t.co/7AAJ2oXA9B"
671,983443350614396929,
672,983267618130923520,"Hey ! J'ai transposé la durée de baisse de la première bulle du DAX à aujourd'hui, et nous pourrions une tendance baissière jusqu'en en Novembre 2020 vers les 8000 points. @NCheron_bourse @ABaradez @Sylvain_Fx @Phil_RX @YoavNizard @VLequertier @Queen_Europe https://t.co/I3pdExRSqY"
673,956447422355558400,Lancement de la première journée nationale de rencontres sur le #sexisme ...En direct sur #EnsembleContreLeSexisme #25janvier @f_inge https://t.co/FCsGD2bpmy
674,956447435739549699,Les co-présidentes @AnnieGuilberteau et @CatherineLadousse du collectif #EnsembleContreLeSexisme introduisent la journée. Au programme : identifier les manifestations du #sexisme et préconiser des actions fédératrices pr lutter contre ce fléau 💪🏼 #25janvier #TFTC #NoMoreCliches
675,956447443482304512,
676,956450025634136064,
677,954065653723467776,
678,980202017955119104,
679,979979693276434432,"""L'islam fait partie intégrante de l'Allemagne"". le président du Bundestag Wolfgang Schäuble prend position contre le ministre de l'Intérieur Horst Seehofer CSU et soutient Angela Merkel qui avait retoqué son ministre"
680,980421686989344769,#JeunesseConsciente Africaine doit lutter fermement contre l'impérialisme @EmmanuelMacron @dreynders @LouisMichel @LUnionEuropenne @NathalieLoiseau @Queen_Europe et contre les Pô représentant légales de leurs intérêts vu que l'avenir des africains et de l'Afrique en dépend 😷 https://t.co/jsuVc0QGbf
681,979774541902811137,« La diplomatie n’est pas un dîner de gala » de Claude Martin. Ou quand on apprend que Nicolas #Sarkozy envoyait des textos sous la table lors de son premier dîner avec Angela Merkel https://t.co/mlzbXZtY29
682,979734298868768768,
683,980480709570826240,
684,979726237634646017,
685,941847896663740416,Un excellent segment autour de #moiaussi à la soirée #mammouth2017
686,941871740220837888,"Le directeur de l'équipe féminine de gymnastique accusé d'agressions sexuelles. La police de #Sarnia en Ontario a fait son arrestation. @OlympiqueCanada #moiaussi #metoo 
https://t.co/Dlpsk9e3zf"
687,942015246851506176,
688,941916905056727045,"Superbe soirée a #MAMMOUTH2017 . Ils ont réussi a parler de sujet très important tel que le #suicide et c'est partit pour un #plusjamais en 2017 a la place du #moiaussi . Superbe ambiance sur place, un gros bravo ! J'espère être encore la l'année prochaine ! :D"
689,941848040473849861,"Quelle bonne idée! Après #MoiAussi, #PlusJamais en 2018? Bravo pour ce beau segment sensible et intelligent sur le consentement! #mammouth2017 @telequebec"
690,942036358511714305,
691,941848461930123264,Bravo pour le discours sur le #moiaussi à #mammouth2017 !!!! #plusjamais #inspirant @sarahjlabrosse @cathbrunet
692,941813636191854594,
693,941809847586127872,
694,941813606416396289,Bravo Marina Foïs sur #BalanceTonPorc #QdOr
695,941814432203661312,
696,941815837240913921,"Pas mal de choses dites dans cet article: la défense de #Tron ne voulait pas de ce procès car en plein dans #Balancetonporc et l'avocat général était trop pugnace alors que jusque là le parquet était favorable aux accusé.e.s. Dupond Moretti a fait alors le
https://t.co/FTxH1ERO8H"
697,941814544271212545,
698,941813502355783680,
699,955119398011985920,"Changer les mentalités et les pratiques ..Vers la suppression des écarts de salaires
#Egalité homme-femme : la négociation plutôt qu'une loi https://t.co/ZAPYQgISud via @LesEchos"
700,955115597075046400,
701,955115032114679808,Egalité homme-femme : la négociation plutôt qu'une loi https://t.co/h1M4FfvABp https://t.co/fTNbaTK68q
702,948612904265318401,"Mouvement #moiaussi « Si tout le monde prend acte c'est un mouvement de société où en ressortira tous grandis »
avance @CathFournierQc"
703,948600164582903808,
704,948547474523869190,"#TimesUp #metoo #moiaussi

Qu'allons-nous faire pour la communauté francophone de l'Ontario? https://t.co/zT9cLLuDeV"
705,948356169655087105,
706,872336074164588544,"A lire ""Le Fight club #Feministe Manuel de survie en milieu #sexiste.- Jessica Bennett- Édition Autrement 
#femmes #manterrupting"
707,872447042110488576,
708,938833214638092288,Une ministre qui préfère faire une campagne électorale plutôt que son job surtout en plein #balancetonporc bravo @MarleneSchiappa https://t.co/q7HKYoRMTb
709,455355061028552704,Ahah elle me fait trop rire cette fille #ironie
710,457478714025312256,"Mon père qui vient de me dire ""t'as de jolies jambes ma fille, de là tes bleus on dirait presque des tatouages"" #ironie"
711,459383214034128896,
712,455822374001475584,
713,461061161782624256,Cette fille est trop glamour avec ses tweets omg... #ironie
714,455784520164577280,
715,942017221592829952,"#affaireapollania #magistrats #jugeMuller est-il possible que #gouv.fr #Banques  fassent presssion sur #magistrats pour violer les lois de la France? #SCRIVENER 
#Apolloniagate in France #balancetonporc ie #justicefrancaise #gouv.fr"
716,939523216820834304,#Harcèlement #Sexuel au travail : le changement de comportement passe par les entreprises #BalanceTonPorc https://t.co/qIb54miOhj
717,939524562387177474,"#metoo, #balancetonporc: ""les ""briseurs de silence"" désignés ""Personnalité de l'année"" par Time https://t.co/ETOYtDc9O3 via @TelQuelOfficiel"
718,939516888777940995,Le Coin du Bébé - Le journal est sorti de presse! https://t.co/PBoBRu0llQ Les unes d'aujourd'hui via @Untibebe #karma #balancetonporc
719,939517208912330753,
720,939541379759427584,
721,927273079105032192,
722,929366880313262081,
723,927805958985867265,"""Pour certains pays, le réchauffement climatique est une question de vie ou de mort"", estime Ségolène Royal https://t.co/FPCedDD4Wb"
724,927974321833816065,"1) Sur le #Nucléaire, Nicolas Hulot a complètement raison de sortir du cadre fixé par Ségolène Royal (50% d’électricité nucléaire en 2025)."
725,927312046475096065,Ségolène Royal critique l'incarcération des ministres catalans https://t.co/009ocjEff7
726,927195097661345792,"Sachez-le, Ségolène Royal s'est fait un avis sur la Catalogne en entendant ""une dame dans le train""
https://t.co/Ne18miBIuF https://t.co/ewI3lB8sqD"
727,942810091077734405,
728,943095710353944578,"Une communication désastreuse...https://t.co/CxA1flWoKP

#buttet #politique #communication #1dexmag #valais #parlement #suisse #harcelement #MeToo #MoiAussi

Par Stéphane Riand (article réservé aux abonnés)"
729,942817070047268864,
730,942816779063255047,"#CatPerson, cette nouvelle littéraire virale https://t.co/JLLxL5rlU0 #moiaussi"
731,943069344208248832,"Les relations hommes / femmes sont devenues plus difficiles depuis les affaires #Weinstein, #BalanceTonPorc et #MoiAussi 

Texte intéressant : 

https://t.co/iiqbJwN9FF"
732,986923133813829634,
733,986750784892219392,
734,986868212460670976,
735,986894099084185600,"#Macron #Berlin @FredRoder ""Emmanuel Macron et Angela Merkel doivent garder en tête que l’avenir de l’Europe passera aussi par l’Afrique"" et cela doit se refléter dans le prochain budget européen #MFF2018 https://t.co/1kjapGMEB8"
736,986859692537229312,"Emmanuel Macron va tenter aujourd'hui à Berlin de relancer ses projets de refondation de l'Europe post-Brexit, de plus en plus contestés par l'Allemagne d'Angela Merkel en particulier sur la zone euro https://t.co/AtiF6KwW7I par @Y_LeForestier #AFP"
737,986843079830220800,
738,986604930264858624,"Europe: Emmanuel Macron va tenter de convaincre Angela Merkel de passer la vitesse supérieure
https://t.co/9Bo4grIzk8
#Macron #Berlin #Europe #angelamerkel https://t.co/DoYp4oMDP9"
739,986925760450564096,
740,986844341158195201,
741,988808557775728640,"""Avec Valérie Pécresse, l'Île-de-France tourne le dos à l'avenir"" https://t.co/YC3nmWNfuM"
742,989222390386262022,"Paris : la station de métro ""Europe"", sur la ligne 3, va porter le nom de Simone Veil, à la demande de Valérie Pécresse https://t.co/Bnml7jaytv"
743,990617822517776384,Ca fait quoi d'être suivi par Valérie Pecresse ? :) — Ça fait bizarre en vrai haha https://t.co/Y2ftspEo3f
744,988436956865413120,
745,989547534535331840,
746,989237799709806592,"La droite soumise, la droite rampante, la droite sans âme, la droite de gauche, la droite qui te crache à la gueule.

La station de métro ""Europe"", sur la ligne 3, va porter le nom de Simone Veil, à la demande de Valérie Pécresse. 

 https://t.co/CR51uQfsrT"
747,989804043517259776,
748,990991371027828736,
749,991021298259197954,
750,990914627960803328,
751,991012943545405444,
752,991005466355478528,
753,989626867606056962,
754,989748466359222273,
755,989285107096805376,
756,989212470161084416,
757,989545998912491520,
758,955135033643360257,
759,955159784986152961,
760,955132260126216197,
761,939487831566831616,
762,939500674089447426,
763,939505010710335488,
764,892682099056103424,Nouvelle-Zélande: la cheffe de l'opposition au coeur d'une querelle #sexiste  https://t.co/fo1fA5c2a5 #International via @LePoint
765,892721399994998784,
766,955495506926620672,
767,955539414465335296,
768,955530746193641472,
769,955507989569564676,"RT:  Comment mettre hors jeu le #sexisme dans le #sport https://t.co/weOakOYTFt
 @LaCroix"
770,945205181712617473,
771,945059649035866113,
772,945080163947237377,
773,945079259126796288,
774,955993269703454721,
775,955922215261954049,
776,956083751997591552,
777,955926448833007617,
778,956062389010685953,"#24 janvier : Entre #galanterie et #sexisme, comment donc se comporter entre hommes et femmes? On en débat à 9h sur @radionotredame avec @EugenieBastie, Claude Habib et Guilhem de @gevigney #droits #femmes #EgaliteFH https://t.co/8OwGpCYgSc"
779,939134517352325120,
780,939131385150951424,"On parle harcèlement aujourd'hui dans l'émission. 

On est à votre écoute sur #JTMetc 

#harcelement #balancetonporc #MeToo"
781,939137710006128641,
782,939130931473985536,
783,939138479212105729,
784,939135742785282049,
785,941601079413833728,
786,941607307150012416,"""Ce travail-là, que la cour et les jurés vont mener jusqu’au 22 décembre, tant sur les accusations des plaignantes que sur les dénégations des accusés, est celui qui sépare #balancetonporc de juger et éventuellement condamner."" https://t.co/JSlALLX9e2"
787,941600538088628224,
788,941615606427717632,
789,937774786050166786,
790,937786031478333446,Dévoiler une agression sexuelle: une action pour laquelle on peut recevoir de l’aide https://t.co/xaiJVwtudY  #moiaussi
791,937716477821669376,
792,937771778964885506,
793,955882915367448577,
794,955878150369677319,
795,955869212953718784,
796,955907729075441664,Ce photographe libanais inverse les rôles dans des pubs sexistes des années 50 https://t.co/tCcaR9MbV8 via @MagazineCheek #pub #sexisme #stéréotype
797,957693801484750848,J’AI INFILTRÉ SON RÉPONDEUR MON MEC SE TAPE UNE AUTRE FEMME OUAAAAIS
798,957863378575179776,"Le 29 janvier 1962, le couturier Yves Saint-Laurent présente sa première collection rue Spontini, à Paris. Le couturier réinvente le vestiaire de la femme moderne avec le caban, le trench-coat ou encore le tailleur-pantalon. #CeJourLà
@museeyslparis https://t.co/5hvF0No47T"
799,957680292399058944,
800,957939676039581696,"Frances Glessner Lee, une femme passionnée d'affaires de meurtre, reconstituait méticuleusement des scènes de crimes dans des maisons de poupées servant aux experts de la police https://t.co/km3tPcIra0 #AFP @sebastienblanc https://t.co/ETEuzS7MKH"
801,957323252686258176,
802,957280469132939265,"""Et contre toutes les violences sexistes, c'est la riposte FÉMINISTE!!!"" Fin de la marche @metoo_paris aux Halles. #MeToo https://t.co/xe1Pr9N3RH"
803,957313702096666626,"Actu : Fusion Man a trouvé une nouvelle maison. Vous pourrez désormais trouver l’album à la librairie Queer et Féministe VIOLETTE &amp; CO, au 102 Rue de Charonne, 75011 Paris.
#Fier #LGBTvisibility https://t.co/xVaXZkRU8B"
804,957323649232654336,"Panamza expose le traitement de faveur de Frédéric Haziza par une sénatrice ""féministe"": Facebook censure l'info https://t.co/HxLKiR2b41 cc @frhaz @laurossignol @MichelZer @SDJ_LCP @MEMalouines @TeamIsaAttard @FdeRugy @MarleneSchiappa @manuelvalls @adevillaines https://t.co/7USOrhNCRC"
805,957289832010612736,
806,949718929521479680,
807,954393871944994816,
808,954399304696979456,
809,954400138679767041,
810,954399632850870272,
811,950753837060689920,
812,950752525812150272,
813,950735871015239681,
814,950756253340504064,
815,950751774926917632,
816,950733416860852225,La campagne #MoiAussi divise les femmes en France https://t.co/wj82njefTS
817,950744092580958209,
818,950751973187489793,
819,979292080987045890,
820,979301948028370944,
821,979003973062537218,
822,979418013542871040,Ce photomontage d'Angela Merkel en Hitler a fait scandale en Allemagne. La chancelière allemande est vivement critiquée par le quotidien turc qui a beaucoup de choses à lui reprocher  https://t.co/vBX3cWldCh
823,979387364178096128,
824,979010349532962817,
825,979299049730961408,
826,979078129984704512,
827,978914619690496000,
828,941619174794817536,De grandes avancées dans la politique culturelle en Suède après les scandales #metoo et #BalanceTonPorc... https://t.co/u8EFw3MPEA
829,941619334945955840,
830,941621268842991616,"► Nouvel article !  

✍️ Retour sur l'affaire Weinstein, #metoo et #balancetonporc 
✍️ Qu'est ce que ça change, tout ça ? 
✍️ On fait quoi, maintenant ?

https://t.co/GnVJumSPrU"
831,956553963641372672,12 chiffres et 6 graphiques  sur les inégalités femmes-hommes #EnsembleContreLeSexisme https://t.co/8oqKu2THEp https://t.co/ekIRlmHYCB
832,956456263986155522,"#EnsembleContreLeSexisme. Check liste 10 critères pour identifier une communication sexiste : rôles, métiers, nombre, parentalité, représentation des corps, posture physique, mots employés, mots, lieux, couleurs https://t.co/7UvO2WESGH"
833,956534297837690880,
834,956221604106833921,"Le collectif #EnsembleContreLeSexisme vous donne rendez-vous dès demain 9h pour la première journée nationale de rencontres sur le sujet du #sexisme ! Marrainé par @MarleneSchiappa, un événement à suivre en live tweet toute la journée #25janvier https://t.co/uMC2GfSPHX"
835,956419176662433793,La journée contre le sexisme du collectif #EnsembleContreleSexisme c’est aujourd’hui ! Ensemble faisons bouger les lignes. Bravo aux 22 organisations et réseaux qui ont construit ce colloque en moins de deux mois. Les communicants s’engagent @CometEntreprise #TFTC #NoMoreCliches
836,956472371539578880,"#25janvier : Appel du collectif #EnsembleContreLeSexisme  accompagnée de propositions concrètes en vue de construire un nouveau modèle de société égalitaire, et permettre à chacun et à chacune d'agir au quotidien. 
 https://t.co/I9wc8Acyxd"
837,956465461855707137,"#EnsembleContreLeSexisme Le #cyberharcelement touche aujourd'hui 20% des filles et 13% des garçons scolarisés de la 5e à la 2de en @iledefrance. Le @CentreHubertine, centre francilien pour l'#EgaliteFH, a ouvert un site web pour combattre le #cybersexime : https://t.co/4bfM794kfP https://t.co/i8W83El5Qc"
838,956455031179538433,@MarleneSchiappa à #EnsembleContreLeSexisme : « ma fille veut aller au collège seule... c’est dans 7 mois : j’ai 7 mois pour rendre les rues de France sûres ! »
839,956422702851649536,
840,935600475117891584,
841,935839966223052801,
842,935534120498851840,
843,935639468811354112,
844,935668267674492928,"Merci @LeHuffPost de m'avoir proposé cette tribune. En espérant que cela puisse réparer, ça et là. #moiaussi #balancetonvioleur https://t.co/uQnCAdgBuR"
845,935598365236228096,
846,935834350641348608,
847,935839106097209345,Les courageuses sont parmi nous | Ma chronique JDM https://t.co/W3JSvSCIA1 #polqc #GilbertRozon  #moiaussi
848,937339854190465024,
849,937113938076078080,
850,937264634540765184,
851,943940721215725571,
852,944210369735790593,
853,944160059881385984,
854,944182244771540992,
855,954889896098979841,
856,309087310455123968,
857,309768770132520960,
858,938479862960087040,"""Culture du viol"" : l'histoire d'une expression militante mais peu académique #balancetonporc #metoo
https://t.co/27Uuuuby7C https://t.co/dxzBoufImQ"
859,938482209895436288,
860,941633032120864769,
861,800609400184537088,Regrette-t-elle d'avoir quitté Fillon pour Juppé? C la femme qu'on voulait entendre ce matin. V. Pécresse sur Inter. https://t.co/wX7biv0AoI
862,972574750844313600,
863,795517905714679808,
864,800451245664305157,"Une pensée pour Valérie Pécresse, une femme qui a du nez, de l'intuition. Dorénavant je l'appellerai avant de jouer au tiercé! #Laprimaire"
865,793522762623160320,"#Juppé aurait il proposé à #Pécresse,la traitresse,le poste de PM, puisqu'il voulait une femme à ce poste.On renie tout pour le carrierisme!"
866,320518185361240065,
867,324210310271619072,"""La femme parfaite est une connasse"", On réimprime encore 20 000 exemplaires! Yeahhhh!! MERCI!!! ♥ Et Continuez à nous envoyer vos photos ♥"
868,339393096569724929,
869,950376704970600448,"Tu t’es couché trop tôt?
Tu as manqué ZE discours?
Laisse-moi te souhaiter bonne année en commençant par ça.
@Oprah 🙏
#BienvenueEn2018
#WhyTheyWoreBlack 
#moiaussi
#metoo https://t.co/RYibsmCs7j"
870,950346947566669830,
871,950382683993071616,
872,950355494182490113,
873,950388553711747072,Merci @oprah ! 🤞🏼 #goldenglobes #oprah #enews #metoo #moiaussi #timesup #brave #women #femme https://t.co/KEs77EhQzW
874,950385799337570304,
875,501753598741856256,
876,501985680126652416,
877,501961735805231104,"Femme voilée : ""Morano est une irresponsable"", dit l'Observatoire contre l'Islamophobie RTLnon  elle dit ce que tout le monde pense !"
878,521998320991236097,"Scène en Gare de l'Est à Paris, je viens de croiser une femme avec une burqa à qui je demande de respecter la loi.. Son mépris est total"
879,522053854150787072,
880,936668572075556864,
881,936671246204387328,
882,942131714503081985,"Un modèle de gouvernance basé sur la dictature, le mépris du suffrage universel et des Droits de l'Homme, n'a pas sa place dans le monde d'aujourd'hui.
#Gabon #balancetonporc 
#BongoIllegitime
#JeanPingPresident"
883,942130290780188672,
884,987360837890465792,
885,987297266208854021,
886,987310403423174656,
887,987248338016833536,
888,987286976054341632,
889,939321203973599233,
890,939286646180270081,
891,939309473650434048,
892,967746112563089408,Saviez-vous que aurore Bergé est l’ex de Nicolas Bay?
893,939619538064302081,"Je lance une pétition contre l'organisation de #tcl #lyon lors de #FDL2017. Qui est avec moi?
#balancetonporc"
894,939634060980314113,
895,957960973037563905,
896,958014168447225856,Les blancs ils font des mariages de 75 invités. Tu essaies ça ici le lendemain tu as une hernie et un grumier écrase ta femme.
897,957955942670356480,
898,958062008586461185,
899,941754436870967299,
900,941754316880318464,
901,941756871291166720,
902,941762337022861313,
903,955130888987308032,
904,960282271768109057,
905,960226305475096576,
906,960304622295568384,
907,960268680083931136,
908,960312037552173056,
909,960259230598139904,
910,960276309950820352,
911,938711088442560513,
912,938716815785713664,
913,960483491988365314,
914,960499124809420800,
915,960433578088845312,
916,960319405661081600,
917,960445097946107904,
918,955475656527278081,
919,953701140151054336,
920,953374981018324992,
921,954093694306652160,
922,953579094561738753,"@BouledogueDuNet @Karlito_W @beltraninsoumis y a pas que des insoumis qui sont contre, c'est vrai que la lois s'applique au puissant, christine lagarde, sarkozy, chirac, balkany ect ect sont trql pendant que des manifestant écologique sont assigné a résidence"
923,955527138429493248,
924,955838111447121921,
925,955328379238207488,Christine Lagarde invite à ne pas prendre de haut les monnaies virtuelles. Lu dans l'excellent dossier de @LesEchos sur le #bitcoin https://t.co/3qbXNiBPtm
926,948249762993704961,Oui au rétablissement des peines planchers souhaitées par les policiers. Elles avaient été mises en place par @NicolasSarkozy et @datirachida puis supprimées par François #Hollande et Christiane #Taubira .
927,922013741927010305,
928,948098275986489344,#Champigny Loin des rotomontades et des gesticulations verbales le vrai signal serait de rétablir les peines planchers supprimées par Christiane Taubira
929,931082478583939073,
930,963536077008011264,
931,928246742021263360,"À l’occasion d’une interview par L’Alter Ego, José-Manuel Gonçalvès accueille Christiane Taubira au #104paris @lalteregofr https://t.co/4WKkEFfOlj"
932,924385049486807042,Nicolas Hulot est à Emmanuel Macron ce que Christiane Taubira fut à François Hollande. #retenezmoioujefaisunmalheur https://t.co/6YAIKkDJLj
933,940700883632951296,"Pratiques graves mais pas si exceptionnelles. Il y a deux ans, j'avais publié cette enquête https://t.co/piLdfuQ5DZ sur les liens du garde des Sceaux Christiane Taubira avec ses amis d'Anticor dans l'affaire des #SondagesDelElysée https://t.co/ceS5NwqkFu"
934,478942520052056066,
935,475035361220235265,
936,482196231444504576,
937,483714228977930242,
938,475358889215795200,
939,471737723842486272,
940,484424838250242048,
941,476451055786819584,
942,418038401947168768,"J'ai trouver une tenue à 3h du réveillon , quel genre de fille organisée je suis #ironie"
943,425720390196146176,
944,423721534650580992,
945,425312213944250368,
946,420789404219621376,
947,423863058138533889,
948,426035341334568960,
949,417039447008759808,
950,423156706781040640,
951,965959838747496449,
952,965959210902212609,
953,965964560799862784,"« Si M. Wauquiez a souhaité s’en prendre aux représentants de ces organisations, il serait peut-être utile de lui rappeler que la CPME et le MEDEF c’est près de 300000 entreprises et plus de 10 millions de salariés. » #QAG #WauquiezGate https://t.co/pBnubVZhSe"
954,965964926853566464,"Un journalisme niveau d’un CAP ajusteur-monteur ?

« Comment permettre aux familles d’avoir confiance dans la voie professionnelle quand des responsables politiques s’y refusent et la méprisent ? » @auroreberge répond aux propos du porte-parole LR, Gilles Platret. #Wauquiez #QAG https://t.co/L1GoUe1s7X"
955,965853113939890177,Bravo aux détenteurs du CAP “d’ajusteur-monteur” pour ce coup médiatique 😉. L’apprentissage filière d’excellence! Moi c’est un CAP cuisine qui m’a  mené à l’Élysée... https://t.co/l6tiBb2b1K
956,936216366381707264,
957,936284284591136769,
958,936194730437857280,
959,936224145666428928,
960,936164749670219776,
961,936238488667779072,
962,936222960242909184,
963,5238575412,
964,69704851386413056,
965,237121153670451200,
966,142312003124465664,finalement la France aura réussi à avoir une femme présidente : Angela Merkel #sarkoshow cc @justinbiebiere @carolinedehaas
967,15257674694266880,
968,189366801740730374,"Sarkozy a dépensé 13 x plus en voyage que la femme la plus puissante du monde Angela Merkel ! Et 2,8 x plus que qu'Obama ! #lacriseduvoyage"
969,149587332301979648,
970,988381828976402432,
971,988511792921038849,
972,988435736386002944,
973,988693254311948288,
974,944432147485679617,
975,944566965384957952,
976,965511009136988160,
977,965491660460298241,"Gérald Darmanin reprend ""les yeux dans les yeux"" de Cahuzac pour dire qu'il ""n'a abusé d'aucune femme"". #BourdinDirect https://t.co/CXGW6XFyct"
978,965493470935834624,
979,965519136012099584,
980,965528124023885825,
981,965524114638327810,
982,965526089106972674,
983,965495945294221312,"Un instant j’ai cru que #Cahuzac était l’invité de Bourdin ce matin !

Gérald Darmanin assure les « Yeux dans les Yeux » n’avoir « jamais abusé d’aucune femme » #BourdinDirect https://t.co/wNPbihHofB"
984,965491277910376448,"Darmanin : ""Je n'ai jamais abusé d'aucune femme et je n'ai jamais abusé de mon pouvoir"" https://t.co/L1wtzJsgnE"
985,955735897449881600,
986,961679625314275328,Je suis une femme et je vous soutiens  @N_Hulot
987,961677032718524417,
988,961678552663035904,
989,961670650627837952,
990,961676644057600002,
991,939073686770016258,
992,939082673208872960,
993,939087411015028743,
994,936646602047049730,
995,936639223012253696,
996,936641964128251904,
997,936636525735014400,
998,936644136895238144,
999,936640675038334976,
1000,938655832522285056,
1001,938617848804626432,Firminy: Le maire de la commune placé en garde à vue pour agression sexuelle https://t.co/mX9V8RVoGy et un nouveau candidat front de gauche pour #balancetonporc
1002,955399254721400832,
1003,955398756664520705,"Forum : Comment lutter contre les violences sexuelles et sexistes dans le monde politique
@EstherBenbassa @vanessa0jerome1 @sandrousseau @CecileDuflot @lotcharlot @Clem_Autain @AnneCMailfert @DavidCormand @RachidTemal @BalasGuillaume #MeToo #BalanceTonPorc
https://t.co/5NUwYU3nOG"
1004,955398196422901760,
1005,955403419606450176,Un débat qui réunit #BalanceTonPorc et #LibertéDimportuner. C'est évidemment chez @frederictaddei https://t.co/P3YsAOkYxc
1006,955399152493613057,
1007,939605814024826881,"Et en plus #NikosAliagas pleure comme une madeleine aux funérailles , la famille aurait dû le jeter dehors #balancetonporc"
1008,939607800640102402,
1009,938765121047945216,
1010,938764982862450688,
1011,938768130830106625,"#metoo, #balancetonporc: ""les ""briseurs de silence"" désignés ""Personnalité de l'année"" par Time https://t.co/DlgvnaiePj"
1012,936872752660733952,
1013,936866538749009920,@NikeFrance Comme ça nike soutient l’islamisme ? #balancetonporc #niketonislamiste https://t.co/cd0nLJfdmR
1014,936873107226165248,Petite lecture déprimante du matin sur #BalanceTonPorc l’étude approfondie de @CChabalPro dont je vous place quelques graphiques (j’ai les chiffres concernant la sphère RH) https://t.co/Lf1YyQF4Uz
1015,954404716217323522,
1016,954406375060328449,La créatrice du hashtag #Balancetonporc poursuivie pour diffamation - L'Express https://t.co/zw2WVXc9Ps
1017,954410302904373257,
1018,954412606105714688,
1019,939458999707107329,
1020,938871888578842625,"À l'heure où te demande de #balancetonporc, @TF1 passe une série on ne peut plus d'actualité. #Liar"
1021,45424273661235200,
1022,57591598455848961,
1023,61404209307856896,
1024,52465912481198080,"En tenaille entre Martine Aubry et Marine Le Pen, j'ai la conviction que seule une femme peut sauver l'UMP en 2012. Ben oui, Ségolène Royal."
1025,46247522557112320,Pass'contraception : la réponse d'un femme couchée à Ségolène Royal http://t.co/aqFSF0r via @journalsudouest#ROYAL2012#VITE#jeunesseméprisée
1026,47007655008550913,"Ségolène Royal à une position claire et apaisée sur les flux migratoires, digne d'une femme d'état ! http://bit.ly/byjXsO #royal2012"
1027,65662230603120640,
1028,938827455573487617,@whatsbucky C’est du harcelement sexuel ça s’appelle #balancetonporc
1029,943894714960482304,"Allégations d'inconduite sexuelle contre Charles Dutoit #moiaussi #MeToo 
 https://t.co/mt3hBgkG7k https://t.co/uRnn9VzGXB"
1030,943885683239936000,Le harcèlement sexuel est désigné «nouvelle de l’année» par les médias canadiens #MeToo #MoiAussi #harcèlement @LeDevoir https://t.co/wC0u8VAMEv
1031,943807483650478082,
1032,943910710572175361,
1033,943855490580303872,! - Ce site recense les allégations d’inconduites sexuelles dans l’industrie du cinéma https://t.co/V1a2ik9zMX #MoiAussi
1034,936542454244888583,
1035,936540476169244672,Les Miss beauté dans la vague #BalanceTonPorc https://t.co/DJBmLQ4FBu
1036,936535792847147008,
1037,936541438317273088,
1038,936543639622377472,
1039,936532936958111744,
1040,950965697215193088,Une centaine de Françaises s’attaquent au mouvement #MoiAussi https://t.co/DanzBjs9cA
1041,940946746468896768,
1042,940901246453669889,OPINION - #MoiAussi : un mouvement de fond #lapresseplus https://t.co/O15i7cK3j4
1043,940946465022730240,RT @barreauduquebec: Traitement judiciaire des agressions sexuelles : Le Barreau du Québec émet des recommandations https://t.co/PGr8XltCVq #moiaussi #justice
