i
t,w,e,e,t,_,i,d
f,u,l,l,_,t,e,x,t
i,tweet_id,full_text
345,842479739336101889,"François Fillon a fait huer Christiane Taubira à Pertuis, dans le Vaucluse IL EST PITOYABLE https://t.co/H1y6bwOIPj https://t.co/iFS0cM89iy"
346,844236745713614849,Christiane Taubira attaque le FN : la réponse cinglante de Florian Philippot  via @Lopinion_fr https://t.co/pHBpCBsyzU
347,845011297062338561,"#Guyane Christiane Taubira sur un barrage: ""si les élus considèrent que je peux aider, je le ferai très volontiers"" https://t.co/wczInnsrtn https://t.co/JeWt9iT5mw"
348,843730368893259778,"Christiane Taubira, très offensive sur le FN : ""je maintiens que ce sont des ennemis de la démocratie et de la République"" #8h30aphatie https://t.co/HHMP9pLMbS"
349,841014051945758721,
350,845227173493510144,"Mouvements sociaux en #Guyane, Christiane Taubira s'est rendue à la rencontre des personnes mobilisées à Kourou. https://t.co/uxLfgxRUkF"
351,843472287269437443,
352,843895613414658049,"Christiane Taubira, Jean-Vincent Placé, François Fillon... Qui a été le plus applaudi ou hué au meeting de Bercy de Benoît Hamon ? https://t.co/fY2vF2OUj5"
353,843442889925582848,
354,985956080151945216,
355,986227351347490816,
356,986152991634882561,Le moteur franco quoi? - Angela Merkel’s party slams EU ‘monetary fund’ plan in blow to Macron https://t.co/IvvNghWyBR via @financialtimes
357,986164836148137984,Référence à l'immobilisme d'Angela Merkel ? #Macron https://t.co/arsMemyEQm
358,986133402431770625,"« Angela Merkel adopte sa stratégie habituelle : prendre son temps, se placer au centre et ne pas bouger. » via @Lopinion_fr https://t.co/h714uFXbUy"
359,986186370535362561,
360,986222367969107972,
361,985958665181122560,"La claque d'Angela Merkel à Emmanuel Macron ⬇️
 https://t.co/52nafjdssd"
362,986167823352451073,"Manfred Weber, Pdt du PPE au PE tacle: ""La democratie est plus que de simple reunions entre Angela Merkel et Emmanuel Macron"" #Macron"
363,986157372333789184,"#Strasbourg Après Emmanuel #Macron ce mardi, d’autres dirigeants européens attendus dans l’hémicycle européen dans les prochains mois: Alexis #Tsipras en septembre et Angela #Merkel en novembre #Parlementeuropeen #Europeanparliamant https://t.co/jRMlfpAhbK"
364,949437218892009472,
365,949664982890876928,
366,961683726169145344,"@N_Hulot Mec ,pkoi a tu accepté @JJBourdin_RMC ,un gauchistes,ben comment peut il etre vs les islamistes,vu quil est avec une femme islamiste"
367,961683773141274625,"@Le_Figaro Alors, je n'y crois pas du tout! Cette femme fait tout pour mettre la  zizanie et salir la réputation de Mr HULOT alors que l'affaire a été jugée alors que l'affaire a été jugée en 2017."
368,961681062249234432,
369,961832639307988993,"@N_Hulot oh...comment vous dire.... Votre interview et défense a un gout amer, même tactique que fillon avec sa femme et sa famille .... C EST GÊNANT! https://t.co/NZvr0qwj3W"
370,941740452881031168,
371,941746914583773184,
372,941740111615680513,
373,941744105616535552,
374,260619275440640000,
375,432647145909682176,
376,408719497542262784,Demain debut d'un trimestre d'accrosport ^^ #payetonsport
377,324131763771297792,Ils ont tellement été sollicité hier que je ressemble à une personne âgée quand je marche aujourd'hui. #payetonsport #lasttweet #LT
378,425667564698492928,"#PayeTonSport n°04

On aura eu du mal à sélectionner une phrase de notre Ribéry national !

--
Partagez-nous... http://t.co/atrSaCmHab"
379,374970203966558209,
380,298158259548876800,"Fais chier les cours demain , en plus j'ai éval de gym ..#payetonsport"
381,426021586143961089,
382,409809564390129664,
383,412885345517072384,
384,238306891330117633,Angela Merkel pour la 5 e fois femme la plus puissante du monde http://t.co/aYfuMO1A
385,238693945717186561,
386,337188962638635008,
387,382051200171913216,Portrait: Angela Merkel «la femme la plus puissante du monde» et la plus décriée en Europe http://t.co/uG0IHJgHP0
388,337179846851584002,
389,404122388259819520,
390,238675109961945088,"D'après le magazine Forbes la femme la plus puissante du monde est  Angela Merkel.
Putain je suis déçu par Wonder Woman."
391,337266804353286144,Angela Merkel toujours la femme la plus puissante du monde selon Forbes http://t.co/cuSxEhpZW7 [par Brigitte Dusseau] #AFP
392,940350601979940872,Ce soir @Miseajour Bilan 2017 Prévisions 2018 @JLFortinJDM @Vero_Fournier. Impact du #MoiAussi avec @cgrandmont de @Lactualite @MontgomerySue mairesse de CDN-NDG et à l'origine du #agressionsnondenoncees @carolinecodsi de La Gouvernance au féminin 20h et 22h30 sur MAtv Montréal. https://t.co/2sA4BsRmqN
393,940249830487740417,"Inconduites sexuelles : au #Québec #MeToo #MoiAussi, les femmes #politiques témoignent https://t.co/nDDtJhI25A"
394,940577142798258176,
395,940562873880686592,Beau geste de solidarité en lien avec le mouvement #MoiAussi https://t.co/L0Shj84Lrn
396,940408992735551488,"Après Hollywood et les médias, c'est au tour de #Washington d'affronter les dénonciations de nombreuses femmes - Explications @clatreil

https://t.co/BfYBMQt8sh

#metoo #moiaussi https://t.co/naWgpt5UXL"
397,939192468939182081,
398,939183028147863552,@_LouisT Soyons décisifs le 1er octobre 2018!  #balancetonporc
399,939193163658485760,
400,939190902437924864,"Encore une accusation de viol pulvérisée en plein vol. L'appel à la délation publique (#balancetonporc , #MeToo ) n'a jamais été une méthode recommandable pour rendre la justice, ça se confirme https://t.co/hfKQcYwl0n"
401,956686453014192129,
402,956821762473447424,
403,956699427380449280,
404,956801022885814272,
405,956908200883867648,
406,956700353050767361,
407,953324865599176705,
408,953321724392759296,
409,953340169024933894,
410,953323387253919744,
411,953318224191541249,"J'aime une vidéo @YouTube : ""Johnny HALLYDAY - Catherine DENEUVE - Retiens la nuit"" à l'adresse https://t.co/VK8rnu03vb."
412,953327393388843008,
413,953337262317678593,
414,953331339796860928,
415,957044004465635328,
416,957012202493489152,
417,957001081824956417,
418,956995226257821696,1ère femme africaine Prix Nobel de la Paix : Wangari Maathai a planté 30 millions d'arbres https://t.co/atDwL21P95 @YvesRocherFR #partenaire https://t.co/b7ZnfDEha7
419,957047612930129920,"“Avant de choisir le prénom d'un garçon pensez à la femme qui aura à le murmurer plus tard.” Barbey d'Aurevilly

Valable notamment pour tous les parents des petits Timéo."
420,957018119503077376,
421,956974740308217856,
422,957023641379786758,
423,984416096060084225,
424,984398982381293568,
425,984461880059203585,
426,984607462891241472,
427,984470092283916288,@FakamionKamion @POTUS @EmmanuelMacron @JustinTrudeau @Queen_Europe Ce sont eux qui tuent pour deux raisons: 1-préserver leurs activités industrielles de pillage des matières stratégiques de la RDCongo. 2-explorer les terrains contenants d’autres minerais. Ce qui explique les tueries massives et la terreur pour obtenir le déplacement des peuples.
428,984408416381784064,Angela #Merkel qui retourne sa veste sur la #Syrie et annonce que l'Allemagne ne participera à aucune coalition de frappe en #Syrie... Doit on conclure qu'elle craint Vladimir #Putin?
429,984456568241643522,Angela Merkel rules out German military action in Syria https://t.co/NkqyNUbyEH
430,984648099875491841,
431,984398375188664320,Angela Merkel : pas de participation de l’Allemagne à des frappes en Syrie
432,984409302990557184,
433,941772019095539712,Le partiel d'anglais sur l'affaire Weinstein et les mouvements #metoo et #balancetonporc ça m'a trop inspiré
434,941775266241581056,Quand #balancetonporc fait dérailler le procès Tron https://t.co/etAQrcf4OB via @Le_Figaro
435,941775416544591873,"Le procès de Georges #Tron renvoyé à une date ultérieure 

#BalanceTonPorc
 https://t.co/ExT8LzOmsf"
436,940023876523872257,
437,940195183408353280,
438,953940522976137217,
439,953942479107215360,Hallucinant....Catherine Deneuve est une DES SIGNATAIRES mais pour certains c’est LA tribune DE Catherine Deneuve...malhonnêteté ou paresse intellectuelle ? #fatigue https://t.co/J7aTh6zJfB
440,953933226720026625,
441,941769172589137920,
442,941768262249050112,
443,941767643429851136,
444,941768191549870080,
445,957936420991242240,"Affaire #Darmanin grosse magouille politique plainte relancée sur instigation de #carolinedehaas avec en plus sa spécialité, une pétition ""spontanée"" bref le bâton de merde habituel de l'auto proclamée première féministe du pays aux indignations sélectives."
446,957890800196751362,"Le 8/2/18 à 19h30 : soirée-débat « Inégalités d’aujourd’hui : des sources différentes, un même combat! » organisée par le @CollRoosevelt à Belleville : présentation du @QSJInegalites aux @editions_PUF ,  discussion avec @pas_sansnous, @apfhandicap et le réseau féministe Ruptures https://t.co/O5zsij1Ccw"
447,957844299076521984,
448,957932943137271808,
449,957904098640187393,"Avec ce guide, visitez Paris en mode féministe https://t.co/dFRiRHJO5p https://t.co/FfuvsrHkjA"
450,957893393706881025,"#MeToo, réseaux sociaux, convergence féministe et antiraciste : discussion à Montréal avec @ChTaubira https://t.co/qgSGQu9Y13 https://t.co/rlM2rXWu80"
451,955235191328530438,
452,955248710061092864,
453,955243970237489157,
454,947195687652950016,
455,939211729434800128,
456,939200088894791680,#Quotidien Jean-Luc Mélenchon #balancetonporc
457,953949866211897344,
458,953941430610944001,"Le #sexisme des publicités du siècle dernier dénoncé par @Elirezkallah qui inverse les rôles.
#EgaliteFH 
https://t.co/O4PdJQgEH8"
459,953927956010881025,
460,953916841319124992,"ATTN s’amuse à inverser les rôles entre femmes et hommes dans le monde du #sport pour dénoncer les #sexisme ordinaire dans ce milieu.
Découvrez l'article et la #vidéo.
Bien à vélo
https://t.co/Li5wdJzue6"
461,953888478118506496,"En inversant les rôles, cette #vidéo tacle le #sexisme dans le monde du #sport - https://t.co/5CqMb9JuWx"
462,954067219440381953,"Sandra Muller, à l'origine de #balancetonporc, poursuivie pour diffamation https://t.co/LthDRVjjza via @20minutes"
463,954065753543716864,
