comment_text,toxic,lang
comment je l’aime pas samoa joe dirait un mongol il insulte la famille à aj pffff let’s go aj styles,1,fr
commentaire de gauchiste l'économie américaine se porte mieux que jamais le taux de chom…,0,fr
c'est du 1vs1 tu peux rien contre mon sale arabe !!,1,fr
brefffffffffff je m’attarde plus psq vous aller rester sur votre point de vue et moi sur le mien donc au revoir,1,fr
philippe est 1 gauchiste indignité anti qui louvoie selon le client,0,fr
ouaip c'est dur comprendre dans le 16eme paris intramuros quand les seuls vac...,0,fr
il une meuf de 30 ans qui vient de lâcher unsale arabe de merdeà un mec parce que il roulait trop vite à vélo…,0,fr
Ça se passe en europe. danske bank 1ère banque danoise et plaque tournante de l'argent sale russe via l'estonie.…,1,fr
je peux pas m'empecher de penser que c'est la meme mecanique qu'avec le faux compte gauchiste et provocateur,0,fr
comment sortir du débat des « pour ou contre » l’avortement pour entrer dans un dialogue d’écoute d’amour et de co…,0,fr
ptdrrr va voir le cortège liverpool des ultras du psg et dit moi le nombre de renois et de…,1,fr
mais omg vrm trop conne toi relis phrase pcq t’as l’air un peu attardé sur les bords,0,fr
et ds les campagnes ..ou macron met 72 migrants dans un village de 400 personnes...et ou vont aller l…,1,fr
c pas toi qui disait qu'il faut etre attardé mental pour ecouter koba ?,1,fr
votre pensee est saine et normale sonia nous sommes dans l'ideologie gauchiste mondialiste immigrationniste et suicidaire,1,fr
les américains seront scotchés à leur tv ; l'enjeu est dc sociétal (le sexisme l'avortement) mais aussi politiq…,1,fr
je m'attarde un moment sur mes sentiments naissants devant le gris du jour et je dis: c'est incroyable d'ê…,1,fr
ohlalala jv taper avec la prépa comment ça jreçois une facture d'internat ? gros mongol tu vois pas que jsuis ja…,1,fr
c’est qui ozil — un mongol qui m’invente une vie,0,fr
phobie les rebeus qui veulent à tout prix que la france les accepte,0,fr
regarde le dernier mongol que j’ai cité,1,fr
oh mon dieu non pas le bloquage supreme,0,fr
pourquoi contre les autistes? je trouve ça débile d'en faire une sorte de chose obligatoire mais…,0,fr
migraction 59 en faveur des migrants de calais via,1,fr
bon je suis à un mariage y’a un renois juste assis en face de moi avec lunette de soleil oklm à 21h48,1,fr
cet attardé mental il même pas un diplôme. donnez son emploi à un chômeur.,1,fr
lis le tweet que je espèce de mongol avant d'ouvrir ta vieille gueule,1,fr
250 millions de réfugiés climatiques en 2050 la prochaine grande crise,1,fr
donc qd traite quelqu'1 de sale arabe c pas normal mais qud un arabe traite qlq 1 de sale blanc c'est normal ?!,0,fr
j'crois j'suis attardé ++ mais rassurée moi c'est pas vivant ça ? ont à tous déjà vue la pub à la télé…,0,fr
face cell c'est un putain de boulet c'est indéniable ce mongol il fait p…,1,fr
mais quel match de mongol!!!,1,fr
Ça s'appelle l'islamisation !,1,fr
ce président c’est le pire fils de pute de la terre mais tous les rebeus autour de moi étaient contents pcq il est…,1,fr
une bonne partie du harcèlement scolaire viens des professeurs c'est un véritable exutoire pour certains pourquoi…,1,fr
tin mais sont attardes les ching chong,1,fr
putain jvien de comprendre la punch « mon middle tous ceux qu’ont douté » jsuis vraiment un attardé,1,fr
pour comprendre le racisme anti noir structurel chez certains arabes: ouvrez le génocide voilé de . un…,0,fr
vs vs rendez compt que la jrisk de sauter pcq jecrii com une mongol jui deg :((,0,fr
découvrez solidarité des femmes burundaises au . l'association se bat contre les de…,0,fr
que blacks que blancs rebeus,1,fr
j’adore le «insérer bla bla gauchiste » ça m’a fait rire. et comme je déprime aujourd’hui,1,fr
ca c est malade j en ai ri un esti de coup commentaire de mongol lol,1,fr
mur anti-migrants au sahara : l'idée renversante de trump - le point,0,fr
ce sont des migrants finlandais aveugle !,1,fr
tweet type du bobo gauchiste donneur de lecons vivant aux us ! n,1,fr
gneugneugneu qatar pognon arabes barbus enturbanés qsg terroristes. change de disque,1,fr
les renois même sous 40degres porte un kaway normal,1,fr
ah ouais jsavais pas t'as vecu ça jte l'avais dit d'arrêter ce jeu sale mongol en plus la gow l'air archi fraiche,1,fr
du coup pour l’attarde c’est celui qui émet un jugement ou celui qui juge sans avoir vu,0,fr
déguisement pour chien mongol,1,fr
bizarre y'a des rebeus chrétiens aussi,1,fr
nagui pro charia qui peut pas s'empecher de placer sa touche d'islamo gauchiste pro migrants zappe direct cette em,0,fr
sachant que toute la symbolique antisémite et complotiste est présente.,1,fr
wallah frere y’a des renois ici si ils disent pas du mal des arabes ils dorment archi mal (hamdoulla…,1,fr
et dit mongolien pas mongol tête de noeud,1,fr
quel attardé,1,fr
nous les noirs les rebeus veut tous les éradiq…,1,fr
ptn j’en ai marre des rebeus,1,fr
merde j'avais pas reconnus le pygmé... mais cet violence gratuite et spontané c'est bien lui,1,fr
zalut tu n’aime pas les juif ? pourquoi voyon ? sale raciste,1,fr
pour moi l'insignifiance ne mérite pas qu'on s'y attarde!!,0,fr
ce sont plutot les collabos gauchiste qui avaient tourne les yeux de leurs pauvres congeneres causes d'eux des mi,1,fr
Ça fait plaisir de voir que ça agit vite et bien envers ce genre de gros mongol,1,fr
les renois qui mettent des lunettes de soleil h46788 compris vous êtes moches,1,fr
l’ouganda « envisage » d’accueillir des migrants africains en situation irrégulière en israël -…,0,fr
il vraiment une voix de mongol ça fume,1,fr
sans oublier que pour eux les asiatiques sont tous sur le modèle chinois coréen japonais mongol ou…,1,fr
tripper le mongol,1,fr
bah des renois,1,fr
les bobo attardé sont justement ceux qui disent que bigflo et oli sont les meilleur ra…,1,fr
les waves des renois phobie ça m’angoisse,1,fr
« moi je suis un africain je vais te pliÉ »,0,fr
À genève hein.. tu crois qu’on est aussi debile que toi ici pauvre attardé que t’es. va falloir aller ramasser la s…,1,fr
oh parcontre tu detend toi pauvre mongol geuler comme un hysterique quand pas content de l'arbitrage,1,fr
c'est qui cet attardé,1,fr
par contre c'est ca j'aime pas ils l'envoie en inde se faire avorter mais frère avortement ausis c'est haram ta peu…,0,fr
oh je sens autant démunie que toi. colères cris violence refus de grandir (sur tellement de poin…,0,fr
jv t’arracher les yeux des orbites tu parles trop mal sale arabe,1,fr
une insulte appelle cela une insulte. dans sale blanc sale arabe sale noir…,0,fr
daniel cohn ben sano et un judeo-gauchiste anti-clerical sodomite normal qu'il soit cont...,1,fr
pq elza — parce que dimitri le mongol il m’a appelé comme ça hier parce que il croyait que c’était mon prénom,1,fr
mon objectif c de mettre les rebeus à la mode au japon. et je réussi plutôt bien lol,0,fr
les uber rebeus que dieu vous protège. vous faites tout pour que ke client soit à l’heure. j’peux avoir un retard d…,1,fr
Ça fait 5 ans que je suis dans cette fausse à purin remplie de sjw mal baiser de bobo gauchiste ethno-masochiste d'…,0,fr
quand en plus la violence sociale (perte…,0,fr
ecoute moi j'ai obtenu le titre très prisé de bobo islamo gauchiste donc bon,0,fr
javai envi dle frapper ce mek vrmnt 1 mongol,1,fr
en france est-ce que les noirs et/ou arabes sont interdits de :,1,fr
l'ideologie gauchiste provoque des troubles graves. du mur des cons aux ecrits de joffrin en peut plus,1,fr
pck c un gros mongol veu juste dire qu’il connait wire,1,fr
stop les rebeus en training de foot la queue de cheval la teinture d'où venez vous bordel.,1,fr
elle propose des informations sur l'avortement médicamenteux : le type de molécules et le dosage à utiliser la pro…,1,fr
les renois aussi c'est finis pour moi,1,fr
j'suis pas un gauchiste mais la il 100% raison. c'est inadmissible les poissons ont besoin de plus,0,fr
putain je lis enfin l’arabe du futur du riad sattouf et je comprends pk tous les blancs autour de moi vénèrent ce b…,0,fr
tu sais même pas de quoi je parle mongol,1,fr
il des espece qui ce retrouve pas dans la nature et sans...,0,fr
ftg toi t'es le plus beau des rebeus meme arpuf il est pas de taille,0,fr
si la tuerie et émite de frappe aujourd'hui les n'oublions pas que cette idéol…,1,fr
lui aussi c...est un gros connard d...ultra gauchiste,1,fr
ferme ta grande gueule une deuxième fois si tu voulais parler à ta sale arabe de copine fallait la mentionner elle et pas moi.,1,fr
en meme temps en 1 h de cours l'arabe c'est appris ! wesh wallah nick ta mère la pute sale franssé mo…,1,fr
ces toi qu’à inventé la langue arabe sale pute ?,1,fr
moi j'appelle cela une vague déferlantes 2 migrants clandestins !,1,fr
y’a pas plus détestée que vs dans le mondel islam la religion du terroris…,0,fr
les renois qui font les gars de la cité et qui courent comme mbappé dés que un chien vous connait,1,fr
et en plus l'article des inrocks pue tant il suinte la subjectivité gauchiste et la mauvaise foi. ils…,1,fr
oui d’autant plus que zemour est à la fois d’origine juive et arabe. ce type renie sa famille et s…,1,fr
cette poule m'a insulte de sale gauchiste,1,fr
j'suis en pls en plus je matche en majorité avec des renois alors qu'ils m'ont jamais cala ne perdon…,1,fr
les maires de loire-atlantique sollicités pour accueillir des réfugiés,1,fr
qu...est-ce que t...entends reellement par gauchiste ?,1,fr
vraiment un sale arabe lacrim,1,fr
faut arreter mlp c'est qu'une gauchiste !,0,fr
la violence ne peut pas être la norme. la force nécessaire l'est quand les interventions la requièr…,0,fr
france :jeudi prochain à la librairie résistances : « les naufragés. l’odyssée des migrants africains etienne du…,0,fr
jsuis grave mort avec les rires du renois là ça décrédibilise x10 la vidéo,1,fr
espèce de sale arabe,1,fr
je pleure j’étais vraiment atteint du grave maladie pour être autant attardé c’est pas possible,0,fr
tu é mongol ?,1,fr
avec les gens qui partagent les mêmes valeurs! qui ne veulent pas de l’islamisation de la france ni de l’invasion des migrants,0,fr
ce n'est pas un site complotiste et anti-israel tu es con .,1,fr
mael rentre pas dans le sujet sale juif,1,fr
tout fait il faut être attardé pour être t…,1,fr
pour braquer son proviseur même en imitant qqun faut déja être sacrément attardé,1,fr
bref il est jamais trop tard pour tomber amoureux de moi à ce stade j’accepte tout le monde mais surtout les renois…,0,fr
cette association gauchiste devrait être dissoute !!!,1,fr
la vraie histoire de l'invasion-islamisation des berbères par les arabes ? faut pas rêver...,0,fr
perso j'le suis mais j'pense pas que ce soit worth dans cette société d'attardé,0,fr
ah pprt vai tomar cu mongol,1,fr
le bobo citadin pleure parce qu'1 vache va finir en steak dans nos assiettesil s...,0,fr
tu te rends compte? des soldats en couche qui giflent tous les pays arabes voisins. respect !,1,fr
j'ai déjà mis mongol roulé avec toi ?,1,fr
pq tu fais la sjw gauchiste les poids lourds c'est sur la droite. _ et les connards c'est sous les roues,1,fr
cette vieille merde gauchiste parasite nul chi** croit qu'il fait encore le poids?,1,fr
plus les enfants réfugiés sont diplômés plus ils développent :,0,fr
elle fait le point.nregarde ou elle en estns'attarde sur les virgulesnouvre des parenthesesnle trema de naeve se ch,0,fr
usa : un gauchiste frappe un afro-americain car il soutient trump. 10 ans de carrière espèce d'attardé fais un effort je t'ai connu plus smart martin...,1,fr
une belle brochette de mongol,1,fr
retour de balancier apres corruption et l'incurie gauchiste nc'est comprehensible !nla gauche a...,0,fr
aaaargh pardon pardon encore un reflexe de gauchiste !,1,fr
relisez-vous ! vous n’avez donné aucune raison valable qui justifie l’accueil des migrants! il sera…,0,fr
dança de mongol,1,fr
terminé : une aventure touchante qui mérite qu’on s’y attarde ne serait ce que pour son final absolument sp…,1,fr
report sale juif,1,fr
quand voit le carnage de maduro le gauchiste prefere de melenchon ude4c,1,fr
sale fou va c'est que du mensonge si tu crois ca t'es un pur gauchiste,1,fr
une association qui vient en aide aux migrants,1,fr
baah mange pas de viande fait pas nous chier avec nos steak frite ou nos rougaille boeuf,1,fr
encore un complot judeo-maconnique lgbt gauchiste,1,fr
waa t'abuse là tu vise les renois/rebeus qui se prennent pour quelqu'un d'autre et qui veulent s'habiller comme les gars de paris,1,fr
le gauchiste : à ba…,1,fr
je suis une gauchiste libertaire et catholique pas tres orthodoxe,1,fr
Éduquer? ce mr comme tout bon gauchiste pseudo progressiste veut probablement dire ns lobo…,1,fr
un peu trop de violence à mon goût,0,fr
mdr sa ces les excuses prend le train et viens j’ai le temps m’attarde avec un minus de 16…,0,fr
c'est dans une vidéo apparemment c'est plus pour dire qu'il est spontané mais ça se voit que c'est un peu le mongol de la bande,1,fr
la france l’europe une bonne partie du monde arabe et du monde tout court considère le h…,0,fr
tête d’âne n’a rien compris les juifs ont étaient tuer parce qu’ils défendent les et veux t…,1,fr
j'ai explose de rire c'etait parfait xd,0,fr
si le candidat mongol prend marianne james et Éric antoine il va finir avec un dos comme ça.,1,fr
entre usurpateur et gauchiste-caviar 20k/mois nos frais = 2 pourrits nl'opposition se gausse de la bonne entente en,0,fr
[série d'agressions avec violence : des faits de trop mais peu nombreux en corse] ( via…,1,fr
si zemmour disait la vérité le terrorisme se réclame de l'islam il n'aurait pas pu finir sa phrase. onpc se couc…,0,fr
